sample_id,official_movie_path,relative_path,status,surprise_average,surprise_maximum,plausibility_average,plausibility_maximum,selected_aggregation,selected_surprise,selected_plausibility,error
O1/0007/4,,videos/sample_000027_O1__0007__4.pt,ok,0.5619647503,0.5836209059,0.5700878825,0.5578746933,average,0.5619647503,0.5700878825,
O1/0008/1,,videos/sample_000028_O1__0008__1.pt,ok,0.5653445125,0.5905832052,0.5681643733,0.5540040924,average,0.5653445125,0.5681643733,
O1/0008/2,,videos/sample_000029_O1__0008__2.pt,ok,0.5599758625,0.5782616138,0.5712228516,0.5608725326,average,0.5599758625,0.5712228516,
O1/0008/3,,videos/sample_000030_O1__0008__3.pt,ok,0.5639027357,0.5892374516,0.5689841303,0.5547501474,average,0.5639027357,0.5689841303,
O1/0008/4,,videos/sample_000031_O1__0008__4.pt,ok,0.5622302294,0.5803499222,0.5699365561,0.5597024800,average,0.5622302294,0.5699365561,
O1/0009/1,,videos/sample_000032_O1__0009__1.pt,ok,0.6194520593,0.6442410946,0.5382392800,0.5250608625,average,0.6194520593,0.5382392800,
O1/0009/2,,videos/sample_000033_O1__0009__2.pt,ok,0.6179561615,0.6443290114,0.5390450335,0.5250147028,average,0.6179561615,0.5390450335,
O1/0009/3,,videos/sample_000034_O1__0009__3.pt,ok,0.6191114783,0.6448908448,0.5384226253,0.5247198149,average,0.6191114783,0.5384226253,
O1/0009/4,,videos/sample_000035_O1__0009__4.pt,ok,0.6195023656,0.6448908448,0.5382122039,0.5247198149,average,0.6195023656,0.5382122039,
O1/0010/1,,videos/sample_000036_O1__0010__1.pt,ok,0.5708515644,0.6068123579,0.5650440624,0.5450856406,average,0.5708515644,0.5650440624,
O1/0010/2,,videos/sample_000037_O1__0010__2.pt,ok,0.5590048432,0.5910943747,0.5717777894,0.5537209748,average,0.5590048432,0.5717777894,
O1/0010/3,,videos/sample_000038_O1__0010__3.pt,ok,0.5725637078,0.6087852120,0.5640774536,0.5440113262,average,0.5725637078,0.5640774536,
O1/0010/4,,videos/sample_000039_O1__0010__4.pt,ok,0.5677279234,0.6086627245,0.5668118166,0.5440779649,average,0.5677279234,0.5668118166,
O1/0011/1,,videos/sample_000040_O1__0011__1.pt,ok,0.6243897080,0.6378921866,0.5355881940,0.5284050302,average,0.6243897080,0.5355881940,
O1/0011/2,,videos/sample_000041_O1__0011__2.pt,ok,0.6226574779,0.6355640292,0.5365167600,0.5296366735,average,0.6226574779,0.5365167600,
O1/0011/3,,videos/sample_000042_O1__0011__3.pt,ok,0.6242479086,0.6374701262,0.5356641455,0.5286280962,average,0.6242479086,0.5356641455,
O1/0011/4,,videos/sample_000043_O1__0011__4.pt,ok,0.6238110065,0.6368709207,0.5358982294,0.5289449480,average,0.6238110065,0.5358982294,
O1/0012/1,,videos/sample_000044_O1__0012__1.pt,ok,0.6209332347,0.6478405595,0.5374426434,0.5231743216,average,0.6209332347,0.5374426434,
O1/0012/2,,videos/sample_000045_O1__0012__2.pt,ok,0.6207385063,0.6479521990,0.5375473089,0.5231159180,average,0.6207385063,0.5375473089,
O1/0012/3,,videos/sample_000046_O1__0012__3.pt,ok,0.6209853888,0.6478405595,0.5374146143,0.5231743216,average,0.6209853888,0.5374146143,
O1/0012/4,,videos/sample_000047_O1__0012__4.pt,ok,0.6199282408,0.6479521990,0.5379830415,0.5231159180,average,0.6199282408,0.5379830415,
O1/0013/1,,videos/sample_000048_O1__0013__1.pt,ok,0.6256418824,0.6488949060,0.5349179639,0.5226230053,average,0.6256418824,0.5349179639,
O1/0013/2,,videos/sample_000049_O1__0013__2.pt,ok,0.6258287430,0.6479925513,0.5348180181,0.5230948095,average,0.6258287430,0.5348180181,
O1/0013/3,,videos/sample_000050_O1__0013__3.pt,ok,0.6243904829,0.6488949060,0.5355877790,0.5226230053,average,0.6243904829,0.5355877790,
O1/0013/4,,videos/sample_000051_O1__0013__4.pt,ok,0.6252859831,0.6479925513,0.5351083747,0.5230948095,average,0.6252859831,0.5351083747,
O1/0014/1,,videos/sample_000052_O1__0014__1.pt,ok,0.5586313605,0.5952041149,0.5719913783,0.5514499952,average,0.5586313605,0.5719913783,
O1/0014/2,,videos/sample_000053_O1__0014__2.pt,ok,0.5447803736,0.5668752193,0.5799691459,0.5672953455,average,0.5447803736,0.5799691459,
O1/0014/3,,videos/sample_000054_O1__0014__3.pt,ok,0.5558315516,0.5969380140,0.5735950889,0.5504946650,average,0.5558315516,0.5735950889,
O1/0014/4,,videos/sample_000055_O1__0014__4.pt,ok,0.5606573820,0.5958736539,0.5708336847,0.5510809015,average,0.5606573820,0.5708336847,
O1/0015/1,,videos/sample_000056_O1__0015__1.pt,ok,0.6207271814,0.6330413818,0.5375533966,0.5309744467,average,0.6207271814,0.5375533966,
O1/0015/2,,videos/sample_000057_O1__0015__2.pt,ok,0.6190566421,0.6335169077,0.5384521512,0.5307220147,average,0.6190566421,0.5384521512,
O1/0015/3,,videos/sample_000058_O1__0015__3.pt,ok,0.6207871437,0.6351877451,0.5375211646,0.5298360049,average,0.6207871437,0.5375211646,
O1/0015/4,,videos/sample_000059_O1__0015__4.pt,ok,0.6200048327,0.6339098215,0.5379418379,0.5305135276,average,0.6200048327,0.5379418379,
O1/0016/1,,videos/sample_000060_O1__0016__1.pt,ok,0.5760864019,0.6095871329,0.5620938771,0.5435752471,average,0.5760864019,0.5620938771,
O1/0016/2,,videos/sample_000061_O1__0016__2.pt,ok,0.5730991364,0.6065188646,0.5637755113,0.5452456431,average,0.5730991364,0.5637755113,
O1/0016/3,,videos/sample_000062_O1__0016__3.pt,ok,0.5766380429,0.6089038849,0.5617838886,0.5439467707,average,0.5766380429,0.5617838886,
O1/0016/4,,videos/sample_000063_O1__0016__4.pt,ok,0.5658333302,0.5863363743,0.5678867124,0.5563618571,average,0.5658333302,0.5678867124,
O1/0017/1,,videos/sample_000064_O1__0017__1.pt,ok,0.6199301481,0.6338970065,0.5379820153,0.5305203262,average,0.6199301481,0.5379820153,
O1/0017/2,,videos/sample_000065_O1__0017__2.pt,ok,0.6213777661,0.6342983246,0.5372037863,0.5303074615,average,0.6213777661,0.5372037863,
O1/0017/3,,videos/sample_000066_O1__0017__3.pt,ok,0.6218485832,0.6345694065,0.5369509211,0.5301637242,average,0.6218485832,0.5369509211,
O1/0017/4,,videos/sample_000067_O1__0017__4.pt,ok,0.6216944456,0.6352164149,0.5370336918,0.5298208148,average,0.6216944456,0.5370336918,
O1/0018/1,,videos/sample_000068_O1__0018__1.pt,ok,0.5669767261,0.5989883542,0.5672377641,0.5493671200,average,0.5669767261,0.5672377641,
O1/0018/2,,videos/sample_000069_O1__0018__2.pt,ok,0.5525307059,0.5734794140,0.5754915660,0.5635611608,average,0.5525307059,0.5754915660,
O1/0018/3,,videos/sample_000070_O1__0018__3.pt,ok,0.5655813217,0.5974400640,0.5680298427,0.5502183586,average,0.5655813217,0.5680298427,
O1/0018/4,,videos/sample_000071_O1__0018__4.pt,ok,0.5628190637,0.5947539806,0.5696010567,0.5516982776,average,0.5628190637,0.5696010567,
O1/0019/1,,videos/sample_000072_O1__0019__1.pt,ok,0.6207478642,0.6412357688,0.5375422786,0.5266412150,average,0.6207478642,0.5375422786,
O1/0019/2,,videos/sample_000073_O1__0019__2.pt,ok,0.6208140850,0.6429368258,0.5375066833,0.5257461298,average,0.6208140850,0.5375066833,
O1/0019/3,,videos/sample_000074_O1__0019__3.pt,ok,0.6192437410,0.6412357688,0.5383514168,0.5266412150,average,0.6192437410,0.5383514168,
O1/0019/4,,videos/sample_000075_O1__0019__4.pt,ok,0.6204699278,0.6429368258,0.5376917019,0.5257461298,average,0.6204699278,0.5376917019,
O1/0020/1,,videos/sample_000076_O1__0020__1.pt,ok,0.5728287697,0.6039700508,0.5639279580,0.5466371453,average,0.5728287697,0.5639279580,
O1/0020/2,,videos/sample_000077_O1__0020__2.pt,ok,0.5735984445,0.6034922004,0.5634940839,0.5468984185,average,0.5735984445,0.5634940839,
O1/0020/3,,videos/sample_000078_O1__0020__3.pt,ok,0.5747096539,0.6055320501,0.5628682717,0.5457839649,average,0.5747096539,0.5628682717,
O1/0020/4,,videos/sample_000079_O1__0020__4.pt,ok,0.5638052821,0.5838247538,0.5690395826,0.5577609833,average,0.5638052821,0.5690395826,
O1/0021/1,,videos/sample_000080_O1__0021__1.pt,ok,0.5631852150,0.5997903347,0.5693925347,0.5489267149,average,0.5631852150,0.5693925347,
O1/0021/2,,videos/sample_000081_O1__0021__2.pt,ok,0.5521628261,0.5723744631,0.5757033168,0.5641842124,average,0.5521628261,0.5757033168,
O1/0021/3,,videos/sample_000082_O1__0021__3.pt,ok,0.5652735829,0.5986362696,0.5682046744,0.5495605778,average,0.5652735829,0.5682046744,
O1/0021/4,,videos/sample_000083_O1__0021__4.pt,ok,0.5638535023,0.5950750709,0.5690121441,0.5515211611,average,0.5638535023,0.5690121441,
O1/0022/1,,videos/sample_000084_O1__0022__1.pt,ok,0.5638507605,0.5914531946,0.5690137042,0.5535223243,average,0.5638507605,0.5690137042,
O1/0022/2,,videos/sample_000085_O1__0022__2.pt,ok,0.5640305877,0.5951979756,0.5689113892,0.5514533807,average,0.5640305877,0.5689113892,
O1/0022/3,,videos/sample_000086_O1__0022__3.pt,ok,0.5599004626,0.5946587324,0.5712659233,0.5517508284,average,0.5599004626,0.5712659233,
O1/0022/4,,videos/sample_000087_O1__0022__4.pt,ok,0.5525307059,0.5734794140,0.5754915660,0.5635611608,average,0.5525307059,0.5754915660,
O1/0023/1,,videos/sample_000088_O1__0023__1.pt,ok,0.5668203235,0.5947897434,0.5673264885,0.5516785477,average,0.5668203235,0.5673264885,
O1/0023/2,,videos/sample_000089_O1__0023__2.pt,ok,0.5670580864,0.5885617137,0.5671916154,0.5551251397,average,0.5670580864,0.5671916154,
O1/0023/3,,videos/sample_000090_O1__0023__3.pt,ok,0.5650013089,0.5854409933,0.5683594028,0.5568602360,average,0.5650013089,0.5683594028,
O1/0023/4,,videos/sample_000091_O1__0023__4.pt,ok,0.5688124895,0.5950620174,0.5661974050,0.5515283604,average,0.5688124895,0.5661974050,
O1/0024/1,,videos/sample_000092_O1__0024__1.pt,ok,0.5610252619,0.5978984833,0.5706237251,0.5499661857,average,0.5610252619,0.5706237251,
O1/0024/2,,videos/sample_000093_O1__0024__2.pt,ok,0.5433040857,0.5668584108,0.5808259796,0.5673048810,average,0.5433040857,0.5808259796,
O1/0024/3,,videos/sample_000094_O1__0024__3.pt,ok,0.5599276423,0.5968375206,0.5712503967,0.5505499889,average,0.5599276423,0.5712503967,
O1/0024/4,,videos/sample_000095_O1__0024__4.pt,ok,0.5523608327,0.5842154622,0.5755893350,0.5575431039,average,0.5523608327,0.5755893350,
O1/0025/1,,videos/sample_000096_O1__0025__1.pt,ok,0.5828209519,0.6135014892,0.5583211459,0.5414516589,average,0.5828209519,0.5583211459,
O1/0025/2,,videos/sample_000097_O1__0025__2.pt,ok,0.5798618197,0.6113715768,0.5599757388,0.5426061325,average,0.5798618197,0.5599757388,
O1/0025/3,,videos/sample_000098_O1__0025__3.pt,ok,0.5839037299,0.6157488823,0.5577169352,0.5402361705,average,0.5839037299,0.5577169352,
O1/0025/4,,videos/sample_000099_O1__0025__4.pt,ok,0.5846514702,0.6165256500,0.5573000637,0.5398166954,average,0.5846514702,0.5573000637,
O1/0026/1,,videos/sample_000100_O1__0026__1.pt,ok,0.5746685863,0.6071081758,0.5628913878,0.5449244184,average,0.5746685863,0.5628913878,
O1/0026/2,,videos/sample_000101_O1__0026__2.pt,ok,0.5810025930,0.6141493917,0.5593372977,0.5411009646,average,0.5810025930,0.5593372977,
O1/0026/3,,videos/sample_000102_O1__0026__3.pt,ok,0.5806185603,0.6169021130,0.5595521427,0.5396135127,average,0.5806185603,0.5595521427,
O1/0026/4,,videos/sample_000103_O1__0026__4.pt,ok,0.5825622678,0.6152082086,0.5584655934,0.5405283410,average,0.5825622678,0.5584655934,
O1/0027/1,,videos/sample_000104_O1__0027__1.pt,ok,0.5523669720,0.5814864039,0.5755858013,0.5590667496,average,0.5523669720,0.5755858013,
O1/0027/2,,videos/sample_000105_O1__0027__2.pt,ok,0.5503592491,0.5804263353,0.5767425789,0.5596597130,average,0.5503592491,0.5767425789,
O1/0027/3,,videos/sample_000106_O1__0027__3.pt,ok,0.5488045216,0.5720055699,0.5776399539,0.5643923745,average,0.5488045216,0.5776399539,
O1/0027/4,,videos/sample_000107_O1__0027__4.pt,ok,0.5508225560,0.5747657418,0.5764754320,0.5628367025,average,0.5508225560,0.5764754320,
O1/0028/1,,videos/sample_000108_O1__0028__1.pt,ok,0.5713939667,0.6052124500,0.5647376643,0.5459584254,average,0.5713939667,0.5647376643,
O1/0028/2,,videos/sample_000109_O1__0028__2.pt,ok,0.5671607256,0.5965636373,0.5671334022,0.5507007960,average,0.5671607256,0.5671334022,
O1/0028/3,,videos/sample_000110_O1__0028__3.pt,ok,0.5696239471,0.6034096479,0.5657381461,0.5469435682,average,0.5696239471,0.5657381461,
O1/0028/4,,videos/sample_000111_O1__0028__4.pt,ok,0.5696920753,0.5992238522,0.5656996048,0.5492377604,average,0.5696920753,0.5656996048,
O1/0029/1,,videos/sample_000112_O1__0029__1.pt,ok,0.6210042238,0.6442691684,0.5374044921,0.5250461222,average,0.6210042238,0.5374044921,
O1/0029/2,,videos/sample_000113_O1__0029__2.pt,ok,0.6189218163,0.6449199915,0.5385247533,0.5247045213,average,0.6189218163,0.5385247533,
O1/0029/3,,videos/sample_000114_O1__0029__3.pt,ok,0.6210115552,0.6449199915,0.5374005522,0.5247045213,average,0.6210115552,0.5374005522,
O1/0029/4,,videos/sample_000115_O1__0029__4.pt,ok,0.6214269996,0.6442691684,0.5371773386,0.5250461222,average,0.6214269996,0.5371773386,
O1/0030/1,,videos/sample_000116_O1__0030__1.pt,ok,0.5619647503,0.5836209059,0.5700878825,0.5578746933,average,0.5619647503,0.5700878825,
O1/0030/2,,videos/sample_000117_O1__0030__2.pt,ok,0.5645551085,0.5870866776,0.5686130616,0.5559445736,average,0.5645551085,0.5686130616,
O1/0030/3,,videos/sample_000118_O1__0030__3.pt,ok,0.5664511323,0.5946232677,0.5675359791,0.5517703965,average,0.5664511323,0.5675359791,
O1/0030/4,,videos/sample_000119_O1__0030__4.pt,ok,0.5652951598,0.5964872241,0.5681924144,0.5507428784,average,0.5652951598,0.5681924144,
O1/0031/1,,videos/sample_000120_O1__0031__1.pt,ok,0.6303195357,0.6512321234,0.5324216461,0.5214029481,average,0.6303195357,0.5324216461,
O1/0031/2,,videos/sample_000121_O1__0031__2.pt,ok,0.6296495199,0.6500915289,0.5327784965,0.5219979967,average,0.6296495199,0.5327784965,
O1/0031/3,,videos/sample_000122_O1__0031__3.pt,ok,0.6298805475,0.6500915289,0.5326554242,0.5219979967,average,0.6298805475,0.5326554242,
O1/0031/4,,videos/sample_000123_O1__0031__4.pt,ok,0.6295469403,0.6512321234,0.5328331515,0.5214029481,average,0.6295469403,0.5328331515,
O1/0032/1,,videos/sample_000124_O1__0032__1.pt,ok,0.5533210039,0.5867467523,0.5750369359,0.5561335853,average,0.5533210039,0.5750369359,
O1/0032/2,,videos/sample_000125_O1__0032__2.pt,ok,0.5445789695,0.5689948201,0.5800859658,0.5660941793,average,0.5445789695,0.5800859658,
O1/0032/3,,videos/sample_000126_O1__0032__3.pt,ok,0.5496458411,0.5728687048,0.5771541785,0.5639054379,average,0.5496458411,0.5771541785,
O1/0032/4,,videos/sample_000127_O1__0032__4.pt,ok,0.5519008040,0.5878164172,0.5758541835,0.5555390267,average,0.5519008040,0.5758541835,
O1/0033/1,,videos/sample_000128_O1__0033__1.pt,ok,0.5961791873,0.6176116467,0.5509125536,0.5392307745,average,0.5961791873,0.5509125536,
O1/0033/2,,videos/sample_000129_O1__0033__2.pt,ok,0.5944884419,0.6120964289,0.5518447943,0.5422129658,average,0.5944884419,0.5518447943,
O1/0033/3,,videos/sample_000130_O1__0033__3.pt,ok,0.5953751206,0.6137292981,0.5513557022,0.5413283254,average,0.5953751206,0.5513557022,
O1/0033/4,,videos/sample_000131_O1__0033__4.pt,ok,0.5959649086,0.6141695976,0.5510306151,0.5410900312,average,0.5959649086,0.5510306151,
O1/0034/1,,videos/sample_000132_O1__0034__1.pt,ok,0.6194459200,0.6450659633,0.5382425844,0.5246279348,average,0.6194459200,0.5382425844,
O1/0034/2,,videos/sample_000133_O1__0034__2.pt,ok,0.6179032922,0.6450659633,0.5390735332,0.5246279348,average,0.6179032922,0.5390735332,
O1/0034/3,,videos/sample_000134_O1__0034__3.pt,ok,0.6200445890,0.6436598301,0.5379204517,0.5253661504,average,0.6200445890,0.5379204517,
O1/0034/4,,videos/sample_000135_O1__0034__4.pt,ok,0.6205326915,0.6436598301,0.5376579555,0.5253661504,average,0.6205326915,0.5376579555,
O1/0035/1,,videos/sample_000136_O1__0035__1.pt,ok,0.6303699017,0.6495925188,0.5323948308,0.5222585439,average,0.6303699017,0.5323948308,
O1/0035/2,,videos/sample_000137_O1__0035__2.pt,ok,0.6299016476,0.6496390700,0.5326441853,0.5222342327,average,0.6299016476,0.5326441853,
O1/0035/3,,videos/sample_000138_O1__0035__3.pt,ok,0.6290657520,0.6496390700,0.5330896063,0.5222342327,average,0.6290657520,0.5330896063,
O1/0035/4,,videos/sample_000139_O1__0035__4.pt,ok,0.6301001310,0.6495925188,0.5325384747,0.5222585439,average,0.6301001310,0.5325384747,
O1/0036/1,,videos/sample_000140_O1__0036__1.pt,ok,0.5710372925,0.5959551334,0.5649391276,0.5510360015,average,0.5710372925,0.5649391276,
O1/0036/2,,videos/sample_000141_O1__0036__2.pt,ok,0.5699298382,0.5945818424,0.5655651184,0.5517932542,average,0.5699298382,0.5655651184,
O1/0036/3,,videos/sample_000142_O1__0036__3.pt,ok,0.5711205602,0.5955543518,0.5648920883,0.5512568909,average,0.5711205602,0.5648920883,
O1/0036/4,,videos/sample_000143_O1__0036__4.pt,ok,0.5718225837,0.5974328518,0.5644956600,0.5502223269,average,0.5718225837,0.5644956600,
O1/0037/1,,videos/sample_000144_O1__0037__1.pt,ok,0.5663863420,0.5990368724,0.5675727511,0.5493404664,average,0.5663863420,0.5675727511,
O1/0037/2,,videos/sample_000145_O1__0037__2.pt,ok,0.5676491857,0.6013955474,0.5668564479,0.5480462776,average,0.5676491857,0.5668564479,
O1/0037/3,,videos/sample_000146_O1__0037__3.pt,ok,0.5660352111,0.6052157879,0.5677720785,0.5459566031,average,0.5660352111,0.5677720785,
O1/0037/4,,videos/sample_000147_O1__0037__4.pt,ok,0.5545068383,0.5737887025,0.5743554415,0.5633868848,average,0.5545068383,0.5743554415,
O1/0038/1,,videos/sample_000148_O1__0038__1.pt,ok,0.5772599578,0.6005243063,0.5614346155,0.5485239661,average,0.5772599578,0.5614346155,
O1/0038/2,,videos/sample_000149_O1__0038__2.pt,ok,0.5770509839,0.5995974541,0.5615519529,0.5490326025,average,0.5770509839,0.5615519529,
O1/0038/3,,videos/sample_000150_O1__0038__3.pt,ok,0.5760680437,0.5992013216,0.5621041962,0.5492501352,average,0.5760680437,0.5621041962,
O1/0038/4,,videos/sample_000151_O1__0038__4.pt,ok,0.5756835938,0.5986546278,0.5623203387,0.5495504889,average,0.5756835938,0.5623203387,
O1/0039/1,,videos/sample_000152_O1__0039__1.pt,ok,0.5745556355,0.6045140624,0.5629549705,0.5463398492,average,0.5745556355,0.5629549705,
O1/0039/2,,videos/sample_000153_O1__0039__2.pt,ok,0.5696426630,0.5977113843,0.5657275580,0.5500690934,average,0.5696426630,0.5657275580,
O1/0039/3,,videos/sample_000154_O1__0039__3.pt,ok,0.5772739649,0.6061326265,0.5614267514,0.5454562784,average,0.5772739649,0.5614267514,
O1/0039/4,,videos/sample_000155_O1__0039__4.pt,ok,0.5767329335,0.6091852188,0.5617305831,0.5437937615,average,0.5767329335,0.5617305831,
O1/0040/1,,videos/sample_000156_O1__0040__1.pt,ok,0.6305570006,0.6499322653,0.5322952296,0.5220811386,average,0.6305570006,0.5322952296,
O1/0040/2,,videos/sample_000157_O1__0040__2.pt,ok,0.6295462847,0.6499322653,0.5328335009,0.5220811386,average,0.6295462847,0.5328335009,
O1/0040/3,,videos/sample_000158_O1__0040__3.pt,ok,0.6307390928,0.6515503526,0.5321983117,0.5212370488,average,0.6307390928,0.5321983117,
O1/0040/4,,videos/sample_000159_O1__0040__4.pt,ok,0.6306844950,0.6515503526,0.5322273693,0.5212370488,average,0.6306844950,0.5322273693,
O1/0041/1,,videos/sample_000160_O1__0041__1.pt,ok,0.6241559982,0.6465098262,0.5357133808,0.5238709906,average,0.6241559982,0.5357133808,
O1/0041/2,,videos/sample_000161_O1__0041__2.pt,ok,0.6250514984,0.6459431052,0.5352338641,0.5241679634,average,0.6250514984,0.5352338641,
O1/0041/3,,videos/sample_000162_O1__0041__3.pt,ok,0.6247685552,0.6465098262,0.5353853263,0.5238709906,average,0.6247685552,0.5353853263,
O1/0041/4,,videos/sample_000163_O1__0041__4.pt,ok,0.6250270009,0.6459431052,0.5352469762,0.5241679634,average,0.6250270009,0.5352469762,
O1/0042/1,,videos/sample_000164_O1__0042__1.pt,ok,0.6312975883,0.6511997581,0.5319011643,0.5214198237,average,0.6312975883,0.5319011643,
O1/0042/2,,videos/sample_000165_O1__0042__2.pt,ok,0.6284715533,0.6518877149,0.5334064616,0.5210612328,average,0.6284715533,0.5334064616,
O1/0042/3,,videos/sample_000166_O1__0042__3.pt,ok,0.6306579709,0.6518877149,0.5322414864,0.5210612328,average,0.6306579709,0.5322414864,
O1/0042/4,,videos/sample_000167_O1__0042__4.pt,ok,0.6307200193,0.6511997581,0.5322084626,0.5214198237,average,0.6307200193,0.5322084626,
O1/0043/1,,videos/sample_000168_O1__0043__1.pt,ok,0.5698290467,0.6060041189,0.5656221254,0.5455263782,average,0.5698290467,0.5656221254,
O1/0043/2,,videos/sample_000169_O1__0043__2.pt,ok,0.5649088025,0.5957860947,0.5684119821,0.5511291559,average,0.5649088025,0.5684119821,
O1/0043/3,,videos/sample_000170_O1__0043__3.pt,ok,0.5713877082,0.6079950333,0.5647411987,0.5444413623,average,0.5713877082,0.5647411987,
O1/0043/4,,videos/sample_000171_O1__0043__4.pt,ok,0.5695173144,0.6046844721,0.5657984756,0.5462467556,average,0.5695173144,0.5657984756,
O1/0044/1,,videos/sample_000172_O1__0044__1.pt,ok,0.6251232624,0.6382355094,0.5351954550,0.5282236479,average,0.6251232624,0.5351954550,
O1/0044/2,,videos/sample_000173_O1__0044__2.pt,ok,0.6256458759,0.6382355094,0.5349158277,0.5282236479,average,0.6256458759,0.5349158277,
O1/0044/3,,videos/sample_000174_O1__0044__3.pt,ok,0.6262806654,0.6395462751,0.5345763765,0.5275317240,average,0.6262806654,0.5345763765,
O1/0044/4,,videos/sample_000175_O1__0044__4.pt,ok,0.6254893541,0.6395462751,0.5349995602,0.5275317240,average,0.6254893541,0.5349995602,
O1/0045/1,,videos/sample_000176_O1__0045__1.pt,ok,0.5693879128,0.6155807376,0.5658716956,0.5403270160,average,0.5693879128,0.5658716956,
O1/0045/2,,videos/sample_000177_O1__0045__2.pt,ok,0.5707519054,0.6065618396,0.5651003769,0.5452222117,average,0.5707519054,0.5651003769,
O1/0045/3,,videos/sample_000178_O1__0045__3.pt,ok,0.5638067126,0.6008742452,0.5690387686,0.5483320498,average,0.5638067126,0.5690387686,
