sample_id,official_movie_path,relative_path,status,surprise_average,surprise_maximum,plausibility_average,plausibility_maximum,selected_aggregation,selected_surprise,selected_plausibility,error
O1/0004/4,,videos/sample_000015_O1__0004__4.pt,ok,0.5579597354,0.5804947615,0.5723756712,0.5596214189,average,0.5579597354,0.5723756712,
O1/0005/1,,videos/sample_000016_O1__0005__1.pt,ok,0.5484429002,0.5815985203,0.5778488786,0.5590040726,average,0.5484429002,0.5778488786,
O1/0005/2,,videos/sample_000017_O1__0005__2.pt,ok,0.5506835580,0.5868225694,0.5765555665,0.5560914225,average,0.5506835580,0.5765555665,
O1/0005/3,,videos/sample_000018_O1__0005__3.pt,ok,0.5494287610,0.5888557434,0.5772794808,0.5549619404,average,0.5494287610,0.5772794808,
O1/0005/4,,videos/sample_000019_O1__0005__4.pt,ok,0.5457078815,0.5768929720,0.5794314693,0.5616406918,average,0.5457078815,0.5794314693,
O1/0006/1,,videos/sample_000020_O1__0006__1.pt,ok,0.5505821109,0.5761849284,0.5766140593,0.5620384987,average,0.5505821109,0.5766140593,
O1/0006/2,,videos/sample_000021_O1__0006__2.pt,ok,0.5469590425,0.5636678338,0.5787069606,0.5691178015,average,0.5469590425,0.5787069606,
O1/0006/3,,videos/sample_000022_O1__0006__3.pt,ok,0.5463294387,0.5770525932,0.5790714314,0.5615510492,average,0.5463294387,0.5790714314,
O1/0006/4,,videos/sample_000023_O1__0006__4.pt,ok,0.5408586264,0.5585865378,0.5822481041,0.5720170171,average,0.5408586264,0.5822481041,
O1/0007/1,,videos/sample_000024_O1__0007__1.pt,ok,0.5551878810,0.5879511833,0.5739644141,0.5554641640,average,0.5551878810,0.5739644141,
O1/0007/2,,videos/sample_000025_O1__0007__2.pt,ok,0.5500347614,0.5886868834,0.5769297551,0.5550556592,average,0.5500347614,0.5769297551,
O1/0007/3,,videos/sample_000026_O1__0007__3.pt,ok,0.5544015765,0.5889902711,0.5744159023,0.5548872877,average,0.5544015765,0.5744159023,
O1/0007/4,,videos/sample_000027_O1__0007__4.pt,ok,0.5438638330,0.5626342297,0.5805009549,0.5697063481,average,0.5438638330,0.5805009549,
O1/0008/1,,videos/sample_000028_O1__0008__1.pt,ok,0.5477411747,0.5766285658,0.5782545122,0.5617892127,average,0.5477411747,0.5782545122,
O1/0008/2,,videos/sample_000029_O1__0008__2.pt,ok,0.5409464836,0.5554036498,0.5821969516,0.5738405838,average,0.5409464836,0.5821969516,
O1/0008/3,,videos/sample_000030_O1__0008__3.pt,ok,0.5454630852,0.5706781745,0.5795733294,0.5651420438,average,0.5454630852,0.5795733294,
O1/0008/4,,videos/sample_000031_O1__0008__4.pt,ok,0.5438849926,0.5579944253,0.5804886718,0.5723558159,average,0.5438849926,0.5804886718,
O1/0009/1,,videos/sample_000032_O1__0009__1.pt,ok,0.6122880578,0.6418433785,0.5421090721,0.5263213198,average,0.6122880578,0.5421090721,
O1/0009/2,,videos/sample_000033_O1__0009__2.pt,ok,0.6104981303,0.6418433785,0.5430802769,0.5263213198,average,0.6104981303,0.5430802769,
O1/0009/3,,videos/sample_000034_O1__0009__3.pt,ok,0.6123465300,0.6427372694,0.5420773747,0.5258510562,average,0.6123465300,0.5420773747,
O1/0009/4,,videos/sample_000035_O1__0009__4.pt,ok,0.6127849221,0.6427372694,0.5418397843,0.5258510562,average,0.6127849221,0.5418397843,
O1/0010/1,,videos/sample_000036_O1__0010__1.pt,ok,0.5526521802,0.5932305455,0.5754216629,0.5525393947,average,0.5526521802,0.5754216629,
O1/0010/2,,videos/sample_000037_O1__0010__2.pt,ok,0.5392622352,0.5744355917,0.5831783422,0.5630225538,average,0.5392622352,0.5831783422,
O1/0010/3,,videos/sample_000038_O1__0010__3.pt,ok,0.5549213290,0.5952836871,0.5741174258,0.5514061169,average,0.5549213290,0.5741174258,
O1/0010/4,,videos/sample_000039_O1__0010__4.pt,ok,0.5494698882,0.5969931483,0.5772557394,0.5504643147,average,0.5494698882,0.5772557394,
O1/0011/1,,videos/sample_000040_O1__0011__1.pt,ok,0.6211632490,0.6342972517,0.5373190381,0.5303080305,average,0.6211632490,0.5373190381,
O1/0011/2,,videos/sample_000041_O1__0011__2.pt,ok,0.6186711788,0.6306322813,0.5386597447,0.5322551596,average,0.6186711788,0.5386597447,
O1/0011/3,,videos/sample_000042_O1__0011__3.pt,ok,0.6206830144,0.6333337426,0.5375771393,0.5308192333,average,0.6206830144,0.5375771393,
O1/0011/4,,videos/sample_000043_O1__0011__4.pt,ok,0.6203687787,0.6336863041,0.5377460917,0.5306321199,average,0.6203687787,0.5377460917,
O1/0012/1,,videos/sample_000044_O1__0012__1.pt,ok,0.6146488190,0.6462818384,0.5408307915,0.5239904404,average,0.6146488190,0.5408307915,
O1/0012/2,,videos/sample_000045_O1__0012__2.pt,ok,0.6146242023,0.6460893750,0.5408441051,0.5240912990,average,0.6146242023,0.5408441051,
O1/0012/3,,videos/sample_000046_O1__0012__3.pt,ok,0.6149273515,0.6462818384,0.5406801735,0.5239904404,average,0.6149273515,0.5406801735,
O1/0012/4,,videos/sample_000047_O1__0012__4.pt,ok,0.6133593321,0.6460893750,0.5415286355,0.5240912990,average,0.6133593321,0.5415286355,
O1/0013/1,,videos/sample_000048_O1__0013__1.pt,ok,0.6224532127,0.6498948336,0.5366263629,0.5221006813,average,0.6224532127,0.5366263629,
O1/0013/2,,videos/sample_000049_O1__0013__2.pt,ok,0.6225698590,0.6486128569,0.5365637710,0.5227704315,average,0.6225698590,0.5365637710,
O1/0013/3,,videos/sample_000050_O1__0013__3.pt,ok,0.6206966043,0.6498948336,0.5375698337,0.5221006813,average,0.6206966043,0.5375698337,
O1/0013/4,,videos/sample_000051_O1__0013__4.pt,ok,0.6222369671,0.6486128569,0.5367424185,0.5227704315,average,0.6222369671,0.5367424185,
O1/0014/1,,videos/sample_000052_O1__0014__1.pt,ok,0.5401005745,0.5793548226,0.5826896457,0.5602597169,average,0.5401005745,0.5826896457,
O1/0014/2,,videos/sample_000053_O1__0014__2.pt,ok,0.5246745944,0.5450984240,0.5917478911,0.5797847158,average,0.5246745944,0.5917478911,
O1/0014/3,,videos/sample_000054_O1__0014__3.pt,ok,0.5375037193,0.5874534845,0.5842047728,0.5557406866,average,0.5375037193,0.5842047728,
O1/0014/4,,videos/sample_000055_O1__0014__4.pt,ok,0.5423811078,0.5821577907,0.5813623166,0.5586915256,average,0.5423811078,0.5813623166,
O1/0015/1,,videos/sample_000056_O1__0015__1.pt,ok,0.6161143780,0.6290313005,0.5400387526,0.5331079724,average,0.6161143780,0.5400387526,
O1/0015/2,,videos/sample_000057_O1__0015__2.pt,ok,0.6140317321,0.6301159263,0.5411646341,0.5325300632,average,0.6140317321,0.5411646341,
O1/0015/3,,videos/sample_000058_O1__0015__3.pt,ok,0.6159837842,0.6303443909,0.5401092829,0.5324084128,average,0.6159837842,0.5401092829,
O1/0015/4,,videos/sample_000059_O1__0015__4.pt,ok,0.6152473092,0.6298490763,0.5405072064,0.5326721878,average,0.6152473092,0.5405072064,
O1/0016/1,,videos/sample_000060_O1__0016__1.pt,ok,0.5595513582,0.5937215090,0.5714653896,0.5522681846,average,0.5595513582,0.5714653896,
O1/0016/2,,videos/sample_000061_O1__0016__2.pt,ok,0.5564244986,0.5928825736,0.5732550783,0.5527316963,average,0.5564244986,0.5732550783,
O1/0016/3,,videos/sample_000062_O1__0016__3.pt,ok,0.5600029230,0.5925032496,0.5712073942,0.5529414005,average,0.5600029230,0.5712073942,
O1/0016/4,,videos/sample_000063_O1__0016__4.pt,ok,0.5489642620,0.5665548444,0.5775476888,0.5674771218,average,0.5489642620,0.5775476888,
O1/0017/1,,videos/sample_000064_O1__0017__1.pt,ok,0.6156364083,0.6315690279,0.5402969364,0.5317568048,average,0.6156364083,0.5402969364,
O1/0017/2,,videos/sample_000065_O1__0017__2.pt,ok,0.6174021363,0.6314579248,0.5393437607,0.5318158879,average,0.6174021363,0.5393437607,
O1/0017/3,,videos/sample_000066_O1__0017__3.pt,ok,0.6178886294,0.6318103671,0.5390814375,0.5316284866,average,0.6178886294,0.5390814375,
O1/0017/4,,videos/sample_000067_O1__0017__4.pt,ok,0.6177380681,0.6317087412,0.5391626085,0.5316825165,average,0.6177380681,0.5391626085,
O1/0018/1,,videos/sample_000068_O1__0018__1.pt,ok,0.5503155589,0.5820340514,0.5767677774,0.5587606620,average,0.5503155589,0.5767677774,
O1/0018/2,,videos/sample_000069_O1__0018__2.pt,ok,0.5343745351,0.5515831113,0.5860357203,0.5760371572,average,0.5343745351,0.5860357203,
O1/0018/3,,videos/sample_000070_O1__0018__3.pt,ok,0.5484912395,0.5811545253,0.5778209464,0.5592523228,average,0.5484912395,0.5778209464,
O1/0018/4,,videos/sample_000071_O1__0018__4.pt,ok,0.5458469391,0.5809603333,0.5793509006,0.5593609356,average,0.5458469391,0.5793509006,
O1/0019/1,,videos/sample_000072_O1__0019__1.pt,ok,0.6149755716,0.6405721307,0.5406541024,0.5269908302,average,0.6149755716,0.5406541024,
O1/0019/2,,videos/sample_000073_O1__0019__2.pt,ok,0.6152023077,0.6414949298,0.5405315306,0.5265047478,average,0.6152023077,0.5405315306,
O1/0019/3,,videos/sample_000074_O1__0019__3.pt,ok,0.6131399274,0.6405721307,0.5416474625,0.5269908302,average,0.6131399274,0.5416474625,
O1/0019/4,,videos/sample_000075_O1__0019__4.pt,ok,0.6147057414,0.6414949298,0.5408000069,0.5265047478,average,0.6147057414,0.5408000069,
O1/0020/1,,videos/sample_000076_O1__0020__1.pt,ok,0.5536553860,0.5861682892,0.5748446860,0.5564553811,average,0.5536553860,0.5748446860,
O1/0020/2,,videos/sample_000077_O1__0020__2.pt,ok,0.5542093515,0.5848957896,0.5745263300,0.5571639210,average,0.5542093515,0.5745263300,
O1/0020/3,,videos/sample_000078_O1__0020__3.pt,ok,0.5559667945,0.5880509615,0.5735175195,0.5554087435,average,0.5559667945,0.5735175195,
O1/0020/4,,videos/sample_000079_O1__0020__4.pt,ok,0.5435650349,0.5612597466,0.5806744334,0.5704899383,average,0.5435650349,0.5806744334,
O1/0021/1,,videos/sample_000080_O1__0021__1.pt,ok,0.5455242991,0.5882721543,0.5795378525,0.5552859047,average,0.5455242991,0.5795378525,
O1/0021/2,,videos/sample_000081_O1__0021__2.pt,ok,0.5326986909,0.5495183468,0.5870186483,0.5772277670,average,0.5326986909,0.5870186483,
O1/0021/3,,videos/sample_000082_O1__0021__3.pt,ok,0.5480209589,0.5801416636,0.5780927484,0.5598190550,average,0.5480209589,0.5780927484,
O1/0021/4,,videos/sample_000083_O1__0021__4.pt,ok,0.5461277366,0.5773846507,0.5791882431,0.5613646129,average,0.5461277366,0.5791882431,
O1/0022/1,,videos/sample_000084_O1__0022__1.pt,ok,0.5462418795,0.5725896955,0.5791221367,0.5640627948,average,0.5462418795,0.5791221367,
O1/0022/2,,videos/sample_000085_O1__0022__2.pt,ok,0.5464971662,0.5771088004,0.5789743134,0.5615194869,average,0.5464971662,0.5789743134,
O1/0022/3,,videos/sample_000086_O1__0022__3.pt,ok,0.5426373482,0.5811635852,0.5812133672,0.5592472560,average,0.5426373482,0.5812133672,
O1/0022/4,,videos/sample_000087_O1__0022__4.pt,ok,0.5343745351,0.5515831113,0.5860357203,0.5760371572,average,0.5343745351,0.5860357203,
O1/0023/1,,videos/sample_000088_O1__0023__1.pt,ok,0.5492860079,0.5772905946,0.5773618951,0.5614174152,average,0.5492860079,0.5773618951,
O1/0023/2,,videos/sample_000089_O1__0023__2.pt,ok,0.5488258600,0.5679295063,0.5776276281,0.5666975686,average,0.5488258600,0.5776276281,
O1/0023/3,,videos/sample_000090_O1__0023__3.pt,ok,0.5477848053,0.5656389594,0.5782292832,0.5679971037,average,0.5477848053,0.5782292832,
O1/0023/4,,videos/sample_000091_O1__0023__4.pt,ok,0.5509585738,0.5788102746,0.5763970264,0.5605648883,average,0.5509585738,0.5763970264,
O1/0024/1,,videos/sample_000092_O1__0024__1.pt,ok,0.5416338444,0.5851348042,0.5817969098,0.5570307666,average,0.5416338444,0.5817969098,
O1/0024/2,,videos/sample_000093_O1__0024__2.pt,ok,0.5213257074,0.5443887115,0.5937329099,0.5801963423,average,0.5213257074,0.5937329099,
O1/0024/3,,videos/sample_000094_O1__0024__3.pt,ok,0.5399177074,0.5811993480,0.5827962102,0.5592272561,average,0.5399177074,0.5827962102,
O1/0024/4,,videos/sample_000095_O1__0024__4.pt,ok,0.5313745141,0.5665854812,0.5877964796,0.5674597364,average,0.5313745141,0.5877964796,
O1/0025/1,,videos/sample_000096_O1__0025__1.pt,ok,0.5648223162,0.5972359776,0.5684611441,0.5503306621,average,0.5648223162,0.5684611441,
O1/0025/2,,videos/sample_000097_O1__0025__2.pt,ok,0.5614940524,0.5944432020,0.5703562848,0.5518697603,average,0.5614940524,0.5703562848,
O1/0025/3,,videos/sample_000098_O1__0025__3.pt,ok,0.5664733648,0.6005121469,0.5675233615,0.5485306359,average,0.5664733648,0.5675233615,
O1/0025/4,,videos/sample_000099_O1__0025__4.pt,ok,0.5673192143,0.6021672487,0.5670435251,0.5476235127,average,0.5673192143,0.5670435251,
O1/0026/1,,videos/sample_000100_O1__0026__1.pt,ok,0.5558481812,0.5878316760,0.5735855503,0.5555305499,average,0.5558481812,0.5735855503,
O1/0026/2,,videos/sample_000101_O1__0026__2.pt,ok,0.5632388592,0.5980820656,0.5693619909,0.5498652309,average,0.5632388592,0.5693619909,
O1/0026/3,,videos/sample_000102_O1__0026__3.pt,ok,0.5630901456,0.6041461825,0.5694466691,0.5465408736,average,0.5630901456,0.5694466691,
O1/0026/4,,videos/sample_000103_O1__0026__4.pt,ok,0.5653013587,0.6008058786,0.5681888923,0.5483695387,average,0.5653013587,0.5681888923,
O1/0027/1,,videos/sample_000104_O1__0027__1.pt,ok,0.5313674808,0.5628935099,0.5878006138,0.5695586537,average,0.5313674808,0.5878006138,
O1/0027/2,,videos/sample_000105_O1__0027__2.pt,ok,0.5293103456,0.5630149841,0.5890110437,0.5694894712,average,0.5293103456,0.5890110437,
O1/0027/3,,videos/sample_000106_O1__0027__3.pt,ok,0.5272701383,0.5498549342,0.5902139750,0.5770335121,average,0.5272701383,0.5902139750,
O1/0027/4,,videos/sample_000107_O1__0027__4.pt,ok,0.5295276642,0.5518898368,0.5888830546,0.5758604990,average,0.5295276642,0.5888830546,
O1/0028/1,,videos/sample_000108_O1__0028__1.pt,ok,0.5542385578,0.5948001146,0.5745095505,0.5516728262,average,0.5542385578,0.5745095505,
O1/0028/2,,videos/sample_000109_O1__0028__2.pt,ok,0.5489122868,0.5818030238,0.5775777078,0.5588897660,average,0.5489122868,0.5775777078,
O1/0028/3,,videos/sample_000110_O1__0028__3.pt,ok,0.5521685481,0.5919873118,0.5757000226,0.5532267575,average,0.5521685481,0.5757000226,
O1/0028/4,,videos/sample_000111_O1__0028__4.pt,ok,0.5522767305,0.5845410228,0.5756377453,0.5573616194,average,0.5522767305,0.5756377453,
O1/0029/1,,videos/sample_000112_O1__0029__1.pt,ok,0.6153565049,0.6453828216,0.5404481885,0.5244617284,average,0.6153565049,0.5404481885,
O1/0029/2,,videos/sample_000113_O1__0029__2.pt,ok,0.6124914289,0.6467643380,0.5419988340,0.5237376762,average,0.6124914289,0.5419988340,
O1/0029/3,,videos/sample_000114_O1__0029__3.pt,ok,0.6153390408,0.6467643380,0.5404576271,0.5237376762,average,0.6153390408,0.5404576271,
O1/0029/4,,videos/sample_000115_O1__0029__4.pt,ok,0.6159300208,0.6453828216,0.5401383218,0.5244617284,average,0.6159300208,0.5401383218,
O1/0030/1,,videos/sample_000116_O1__0030__1.pt,ok,0.5438638330,0.5626342297,0.5805009549,0.5697063481,average,0.5438638330,0.5805009549,
O1/0030/2,,videos/sample_000117_O1__0030__2.pt,ok,0.5463503003,0.5664850473,0.5790593512,0.5675167314,average,0.5463503003,0.5790593512,
O1/0030/3,,videos/sample_000118_O1__0030__3.pt,ok,0.5483158231,0.5773108006,0.5779223146,0.5614060713,average,0.5483158231,0.5779223146,
O1/0030/4,,videos/sample_000119_O1__0030__4.pt,ok,0.5472772121,0.5793177485,0.5785228629,0.5602804884,average,0.5472772121,0.5785228629,
O1/0031/1,,videos/sample_000120_O1__0031__1.pt,ok,0.6266015172,0.6512132883,0.5344048842,0.5214127688,average,0.6266015172,0.5344048842,
O1/0031/2,,videos/sample_000121_O1__0031__2.pt,ok,0.6257450581,0.6497149467,0.5348627762,0.5221946088,average,0.6257450581,0.5348627762,
O1/0031/3,,videos/sample_000122_O1__0031__3.pt,ok,0.6261832118,0.6497149467,0.5346284754,0.5221946088,average,0.6261832118,0.5346284754,
O1/0031/4,,videos/sample_000123_O1__0031__4.pt,ok,0.6254823804,0.6512132883,0.5350032912,0.5214127688,average,0.6254823804,0.5350032912,
O1/0032/1,,videos/sample_000124_O1__0032__1.pt,ok,0.5341966748,0.5702679753,0.5861399621,0.5653739121,average,0.5341966748,0.5861399621,
O1/0032/2,,videos/sample_000125_O1__0032__2.pt,ok,0.5235914588,0.5449111462,0.5923891816,0.5798933068,average,0.5235914588,0.5923891816,
O1/0032/3,,videos/sample_000126_O1__0032__3.pt,ok,0.5298801064,0.5502572060,0.5886755438,0.5768014345,average,0.5298801064,0.5886755438,
O1/0032/4,,videos/sample_000127_O1__0032__4.pt,ok,0.5324394703,0.5721476078,0.5871708353,0.5643122151,average,0.5324394703,0.5871708353,
O1/0033/1,,videos/sample_000128_O1__0033__1.pt,ok,0.5839796066,0.6073856950,0.5576746191,0.5447732124,average,0.5839796066,0.5576746191,
O1/0033/2,,videos/sample_000129_O1__0033__2.pt,ok,0.5817907453,0.6010048389,0.5588966284,0.5482604458,average,0.5817907453,0.5588966284,
O1/0033/3,,videos/sample_000130_O1__0033__3.pt,ok,0.5829948783,0.6022462249,0.5582240475,0.5475802652,average,0.5829948783,0.5582240475,
O1/0033/4,,videos/sample_000131_O1__0033__4.pt,ok,0.5836558342,0.6029995084,0.5578552080,0.5471679374,average,0.5836558342,0.5578552080,
O1/0034/1,,videos/sample_000132_O1__0034__1.pt,ok,0.6147334576,0.6443926692,0.5407850183,0.5249812826,average,0.6147334576,0.5407850183,
O1/0034/2,,videos/sample_000133_O1__0034__2.pt,ok,0.6125394106,0.6443926692,0.5419728286,0.5249812826,average,0.6125394106,0.5419728286,
O1/0034/3,,videos/sample_000134_O1__0034__3.pt,ok,0.6156718731,0.6437090039,0.5402777752,0.5253403168,average,0.6156718731,0.5402777752,
O1/0034/4,,videos/sample_000135_O1__0034__4.pt,ok,0.6160532236,0.6437090039,0.5400717793,0.5253403168,average,0.6160532236,0.5400717793,
O1/0035/1,,videos/sample_000136_O1__0035__1.pt,ok,0.6262358427,0.6493280530,0.5346003382,0.5223966817,average,0.6262358427,0.5346003382,
O1/0035/2,,videos/sample_000137_O1__0035__2.pt,ok,0.6256136894,0.6495077610,0.5349330450,0.5223028113,average,0.6256136894,0.5349330450,
O1/0035/3,,videos/sample_000138_O1__0035__3.pt,ok,0.6242703795,0.6495077610,0.5356521087,0.5223028113,average,0.6242703795,0.5356521087,
O1/0035/4,,videos/sample_000139_O1__0035__4.pt,ok,0.6260707378,0.6493280530,0.5346886106,0.5223966817,average,0.6260707378,0.5346886106,
O1/0036/1,,videos/sample_000140_O1__0036__1.pt,ok,0.5550036430,0.5826715827,0.5740701698,0.5584045481,average,0.5550036430,0.5740701698,
O1/0036/2,,videos/sample_000141_O1__0036__2.pt,ok,0.5537259579,0.5812460184,0.5748041196,0.5592011574,average,0.5537259579,0.5748041196,
O1/0036/3,,videos/sample_000142_O1__0036__3.pt,ok,0.5548253059,0.5817319751,0.5741725570,0.5589294758,average,0.5548253059,0.5741725570,
O1/0036/4,,videos/sample_000143_O1__0036__4.pt,ok,0.5557393432,0.5831769705,0.5736479817,0.5581224086,average,0.5557393432,0.5736479817,
O1/0037/1,,videos/sample_000144_O1__0037__1.pt,ok,0.5470802784,0.5821826458,0.5786368048,0.5586776394,average,0.5470802784,0.5786368048,
O1/0037/2,,videos/sample_000145_O1__0037__2.pt,ok,0.5484974384,0.5851302743,0.5778173646,0.5570332900,average,0.5484974384,0.5778173646,
O1/0037/3,,videos/sample_000146_O1__0037__3.pt,ok,0.5466248393,0.5919195414,0.5789003986,0.5532642512,average,0.5466248393,0.5789003986,
O1/0037/4,,videos/sample_000147_O1__0037__4.pt,ok,0.5324978828,0.5473577976,0.5871365382,0.5784762442,average,0.5324978828,0.5871365382,
O1/0038/1,,videos/sample_000148_O1__0038__1.pt,ok,0.5618641973,0.5833930373,0.5701452094,0.5580018298,average,0.5618641973,0.5701452094,
O1/0038/2,,videos/sample_000149_O1__0038__2.pt,ok,0.5618913770,0.5836230516,0.5701297132,0.5578734962,average,0.5618913770,0.5701297132,
O1/0038/3,,videos/sample_000150_O1__0038__3.pt,ok,0.5601096749,0.5810849071,0.5711464200,0.5592912583,average,0.5601096749,0.5711464200,
O1/0038/4,,videos/sample_000151_O1__0038__4.pt,ok,0.5602270365,0.5816525817,0.5710793933,0.5589738529,average,0.5602270365,0.5710793933,
O1/0039/1,,videos/sample_000152_O1__0039__1.pt,ok,0.5574754477,0.5863226056,0.5726529328,0.5563695175,average,0.5574754477,0.5726529328,
O1/0039/2,,videos/sample_000153_O1__0039__2.pt,ok,0.5514886975,0.5799787045,0.5760915456,0.5599102900,average,0.5514886975,0.5760915456,
O1/0039/3,,videos/sample_000154_O1__0039__3.pt,ok,0.5607406497,0.5915888548,0.5707861547,0.5534472385,average,0.5607406497,0.5707861547,
O1/0039/4,,videos/sample_000155_O1__0039__4.pt,ok,0.5600915551,0.5976963043,0.5711567691,0.5500773885,average,0.5600915551,0.5711567691,
O1/0040/1,,videos/sample_000156_O1__0040__1.pt,ok,0.6273092628,0.6511522532,0.5340267953,0.5214445943,average,0.6273092628,0.5340267953,
O1/0040/2,,videos/sample_000157_O1__0040__2.pt,ok,0.6258407235,0.6511522532,0.5348116108,0.5214445943,average,0.6258407235,0.5348116108,
O1/0040/3,,videos/sample_000158_O1__0040__3.pt,ok,0.6275479198,0.6518677473,0.5338993613,0.5210716372,average,0.6275479198,0.5338993613,
O1/0040/4,,videos/sample_000159_O1__0040__4.pt,ok,0.6273415089,0.6518677473,0.5340095753,0.5210716372,average,0.6273415089,0.5340095753,
O1/0041/1,,videos/sample_000160_O1__0041__1.pt,ok,0.6186150312,0.6463460326,0.5386899900,0.5239568043,average,0.6186150312,0.5386899900,
O1/0041/2,,videos/sample_000161_O1__0041__2.pt,ok,0.6199989915,0.6462649703,0.5379449801,0.5239992792,average,0.6199989915,0.5379449801,
O1/0041/3,,videos/sample_000162_O1__0041__3.pt,ok,0.6195269227,0.6463460326,0.5381989871,0.5239568043,average,0.6195269227,0.5381989871,
O1/0041/4,,videos/sample_000163_O1__0041__4.pt,ok,0.6200296879,0.6462649703,0.5379284674,0.5239992792,average,0.6200296879,0.5379284674,
O1/0042/1,,videos/sample_000164_O1__0042__1.pt,ok,0.6275726557,0.6511600614,0.5338861550,0.5214405228,average,0.6275726557,0.5338861550,
O1/0042/2,,videos/sample_000165_O1__0042__2.pt,ok,0.6238555312,0.6500234008,0.5358743692,0.5220335606,average,0.6238555312,0.5358743692,
O1/0042/3,,videos/sample_000166_O1__0042__3.pt,ok,0.6266630292,0.6511600614,0.5343720129,0.5214405228,average,0.6266630292,0.5343720129,
O1/0042/4,,videos/sample_000167_O1__0042__4.pt,ok,0.6268311143,0.6500234008,0.5342822005,0.5220335606,average,0.6268311143,0.5342822005,
O1/0043/1,,videos/sample_000168_O1__0043__1.pt,ok,0.5532566905,0.5929100513,0.5750739197,0.5527165087,average,0.5532566905,0.5750739197,
O1/0043/2,,videos/sample_000169_O1__0043__2.pt,ok,0.5465663671,0.5796506405,0.5789342492,0.5600940066,average,0.5465663671,0.5789342492,
O1/0043/3,,videos/sample_000170_O1__0043__3.pt,ok,0.5544837117,0.5971148610,0.5743687245,0.5503973203,average,0.5544837117,0.5743687245,
O1/0043/4,,videos/sample_000171_O1__0043__4.pt,ok,0.5526278615,0.5901349783,0.5754356566,0.5542524676,average,0.5526278615,0.5754356566,
O1/0044/1,,videos/sample_000172_O1__0044__1.pt,ok,0.6220727563,0.6376581788,0.5368305647,0.5285286956,average,0.6220727563,0.5368305647,
O1/0044/2,,videos/sample_000173_O1__0044__2.pt,ok,0.6228047013,0.6376581788,0.5364377780,0.5285286956,average,0.6228047013,0.5364377780,
O1/0044/3,,videos/sample_000174_O1__0044__3.pt,ok,0.6237276196,0.6381815672,0.5359429181,0.5282521422,average,0.6237276196,0.5359429181,
O1/0044/4,,videos/sample_000175_O1__0044__4.pt,ok,0.6228885055,0.6381815672,0.5363928242,0.5282521422,average,0.6228885055,0.5363928242,
O1/0045/1,,videos/sample_000176_O1__0045__1.pt,ok,0.5490462780,0.6006178260,0.5775003226,0.5484726707,average,0.5490462780,0.5775003226,
O1/0045/2,,videos/sample_000177_O1__0045__2.pt,ok,0.5510115027,0.5882179141,0.5763665191,0.5553160243,average,0.5510115027,0.5763665191,
O1/0045/3,,videos/sample_000178_O1__0045__3.pt,ok,0.5426307917,0.5809242725,0.5812171780,0.5593811070,average,0.5426307917,0.5812171780,
