sample_id,official_movie_path,relative_path,status,surprise_average,surprise_maximum,plausibility_average,plausibility_maximum,selected_aggregation,selected_surprise,selected_plausibility,error
O1/0008/2,,videos/sample_000029_O1__0008__2.pt,ok,0.5746209025,0.5903417468,0.5629182292,0.5541378775,average,0.5746209025,0.5629182292,
O1/0008/3,,videos/sample_000030_O1__0008__3.pt,ok,0.5771024823,0.5995830894,0.5615230346,0.5490404892,average,0.5771024823,0.5615230346,
O1/0008/4,,videos/sample_000031_O1__0008__4.pt,ok,0.5751908422,0.5901098847,0.5625974912,0.5542663760,average,0.5751908422,0.5625974912,
O1/0009/1,,videos/sample_000032_O1__0009__1.pt,ok,0.6199366450,0.6489914060,0.5379785201,0.5225725746,average,0.6199366450,0.5379785201,
O1/0009/2,,videos/sample_000033_O1__0009__2.pt,ok,0.6182690263,0.6489914060,0.5388764117,0.5225725746,average,0.6182690263,0.5388764117,
O1/0009/3,,videos/sample_000034_O1__0009__3.pt,ok,0.6197175980,0.6489123106,0.5380963757,0.5226139093,average,0.6197175980,0.5380963757,
O1/0009/4,,videos/sample_000035_O1__0009__4.pt,ok,0.6202298403,0.6489123106,0.5378208105,0.5226139093,average,0.6202298403,0.5378208105,
O1/0010/1,,videos/sample_000036_O1__0010__1.pt,ok,0.5711960793,0.6051294208,0.5648494298,0.5460037578,average,0.5711960793,0.5648494298,
O1/0010/2,,videos/sample_000037_O1__0010__2.pt,ok,0.5597062707,0.5886773467,0.5713768693,0.5550609526,average,0.5597062707,0.5713768693,
O1/0010/3,,videos/sample_000038_O1__0010__3.pt,ok,0.5733906031,0.6076449156,0.5636112134,0.5446320143,average,0.5733906031,0.5636112134,
O1/0010/4,,videos/sample_000039_O1__0010__4.pt,ok,0.5684965253,0.6079029441,0.5663763314,0.5444915018,average,0.5684965253,0.5663763314,
O1/0011/1,,videos/sample_000040_O1__0011__1.pt,ok,0.6268963814,0.6390342712,0.5342473306,0.5278018915,average,0.6268963814,0.5342473306,
O1/0011/2,,videos/sample_000041_O1__0011__2.pt,ok,0.6245240569,0.6371517181,0.5355162431,0.5287964424,average,0.6245240569,0.5355162431,
O1/0011/3,,videos/sample_000042_O1__0011__3.pt,ok,0.6262974739,0.6371517181,0.5345673911,0.5287964424,average,0.6262974739,0.5345673911,
O1/0011/4,,videos/sample_000043_O1__0011__4.pt,ok,0.6261581779,0.6383007765,0.5346418594,0.5281891734,average,0.6261581779,0.5346418594,
O1/0012/1,,videos/sample_000044_O1__0012__1.pt,ok,0.6213294268,0.6502261162,0.5372297550,0.5219277471,average,0.6213294268,0.5372297550,
O1/0012/2,,videos/sample_000045_O1__0012__2.pt,ok,0.6212567687,0.6504365206,0.5372687905,0.5218179428,average,0.6212567687,0.5372687905,
O1/0012/3,,videos/sample_000046_O1__0012__3.pt,ok,0.6212776303,0.6502261162,0.5372575823,0.5219277471,average,0.6212776303,0.5372575823,
O1/0012/4,,videos/sample_000047_O1__0012__4.pt,ok,0.6204107404,0.6504365206,0.5377235275,0.5218179428,average,0.6204107404,0.5377235275,
O1/0013/1,,videos/sample_000048_O1__0013__1.pt,ok,0.6269590259,0.6531367898,0.5342138640,0.5204107945,average,0.6269590259,0.5342138640,
O1/0013/2,,videos/sample_000049_O1__0013__2.pt,ok,0.6272091269,0.6532993913,0.5340802732,0.5203261819,average,0.6272091269,0.5340802732,
O1/0013/3,,videos/sample_000050_O1__0013__3.pt,ok,0.6254426837,0.6531367898,0.5350245295,0.5204107945,average,0.6254426837,0.5350245295,
O1/0013/4,,videos/sample_000051_O1__0013__4.pt,ok,0.6267810464,0.6532993913,0.5343089515,0.5203261819,average,0.6267810464,0.5343089515,
O1/0014/1,,videos/sample_000052_O1__0014__1.pt,ok,0.5629060864,0.5944068432,0.5695514906,0.5518898260,average,0.5629060864,0.5695514906,
O1/0014/2,,videos/sample_000053_O1__0014__2.pt,ok,0.5518594384,0.5715432763,0.5758780045,0.5646533498,average,0.5518594384,0.5758780045,
O1/0014/3,,videos/sample_000054_O1__0014__3.pt,ok,0.5601217151,0.6007308960,0.5711395433,0.5484106584,average,0.5601217151,0.5711395433,
O1/0014/4,,videos/sample_000055_O1__0014__4.pt,ok,0.5633985400,0.5946938396,0.5692710820,0.5517314584,average,0.5633985400,0.5692710820,
O1/0015/1,,videos/sample_000056_O1__0015__1.pt,ok,0.6215848923,0.6338734627,0.5370925289,0.5305328168,average,0.6215848923,0.5370925289,
O1/0015/2,,videos/sample_000057_O1__0015__2.pt,ok,0.6191958189,0.6336889267,0.5383772163,0.5306307282,average,0.6191958189,0.5383772163,
O1/0015/3,,videos/sample_000058_O1__0015__3.pt,ok,0.6213589907,0.6352413893,0.5372138727,0.5298075830,average,0.6213589907,0.5372138727,
O1/0015/4,,videos/sample_000059_O1__0015__4.pt,ok,0.6206958294,0.6351146698,0.5375702502,0.5298747242,average,0.6206958294,0.5375702502,
O1/0016/1,,videos/sample_000060_O1__0016__1.pt,ok,0.5817739367,0.6088603139,0.5589060227,0.5439704715,average,0.5817739367,0.5589060227,
O1/0016/2,,videos/sample_000061_O1__0016__2.pt,ok,0.5813723207,0.6100494862,0.5591305335,0.5433239814,average,0.5813723207,0.5591305335,
O1/0016/3,,videos/sample_000062_O1__0016__3.pt,ok,0.5818689466,0.6068078876,0.5588529237,0.5450880774,average,0.5818689466,0.5588529237,
O1/0016/4,,videos/sample_000063_O1__0016__4.pt,ok,0.5759777427,0.5901129842,0.5621549571,0.5542646581,average,0.5759777427,0.5621549571,
O1/0017/1,,videos/sample_000064_O1__0017__1.pt,ok,0.6202467084,0.6328831911,0.5378117386,0.5310584486,average,0.6202467084,0.5378117386,
O1/0017/2,,videos/sample_000065_O1__0017__2.pt,ok,0.6224081516,0.6341276765,0.5366505444,0.5303979652,average,0.6224081516,0.5366505444,
O1/0017/3,,videos/sample_000066_O1__0017__3.pt,ok,0.6229469180,0.6350917220,0.5363614930,0.5298868838,average,0.6229469180,0.5363614930,
O1/0017/4,,videos/sample_000067_O1__0017__4.pt,ok,0.6226037741,0.6343595386,0.5365455738,0.5302750003,average,0.6226037741,0.5365455738,
O1/0018/1,,videos/sample_000068_O1__0018__1.pt,ok,0.5750260353,0.6022984385,0.5626902188,0.5475516748,average,0.5750260353,0.5626902188,
O1/0018/2,,videos/sample_000069_O1__0018__2.pt,ok,0.5650946498,0.5811973810,0.5683063541,0.5592283561,average,0.5650946498,0.5683063541,
O1/0018/3,,videos/sample_000070_O1__0018__3.pt,ok,0.5732470155,0.5998311639,0.5636921468,0.5489043031,average,0.5732470155,0.5636921468,
O1/0018/4,,videos/sample_000071_O1__0018__4.pt,ok,0.5727389455,0.6007028818,0.5639786147,0.5484260219,average,0.5727389455,0.5639786147,
O1/0019/1,,videos/sample_000072_O1__0019__1.pt,ok,0.6227363348,0.6453738213,0.5364744536,0.5244664487,average,0.6227363348,0.5364744536,
O1/0019/2,,videos/sample_000073_O1__0019__2.pt,ok,0.6228025556,0.6471522450,0.5364389290,0.5235345540,average,0.6228025556,0.5364389290,
O1/0019/3,,videos/sample_000074_O1__0019__3.pt,ok,0.6211719513,0.6453738213,0.5373143622,0.5244664487,average,0.6211719513,0.5373143622,
O1/0019/4,,videos/sample_000075_O1__0019__4.pt,ok,0.6224682331,0.6471522450,0.5366183026,0.5235345540,average,0.6224682331,0.5366183026,
O1/0020/1,,videos/sample_000076_O1__0020__1.pt,ok,0.5800598860,0.6041448712,0.5598648375,0.5465415903,average,0.5800598860,0.5598648375,
O1/0020/2,,videos/sample_000077_O1__0020__2.pt,ok,0.5793911815,0.6000734568,0.5602393469,0.5487713236,average,0.5793911815,0.5602393469,
O1/0020/3,,videos/sample_000078_O1__0020__3.pt,ok,0.5813737512,0.6038302779,0.5591297336,0.5467135557,average,0.5813737512,0.5591297336,
O1/0020/4,,videos/sample_000079_O1__0020__4.pt,ok,0.5729988813,0.5849996805,0.5638320354,0.5571060398,average,0.5729988813,0.5638320354,
O1/0021/1,,videos/sample_000080_O1__0021__1.pt,ok,0.5723958015,0.6062647700,0.5641721737,0.5453842046,average,0.5723958015,0.5641721737,
O1/0021/2,,videos/sample_000081_O1__0021__2.pt,ok,0.5639930367,0.5805958509,0.5689327528,0.5595648500,average,0.5639930367,0.5689327528,
O1/0021/3,,videos/sample_000082_O1__0021__3.pt,ok,0.5737404227,0.6002562046,0.5634140856,0.5486710460,average,0.5737404227,0.5634140856,
O1/0021/4,,videos/sample_000083_O1__0021__4.pt,ok,0.5720220208,0.5975534916,0.5643830898,0.5501559521,average,0.5720220208,0.5643830898,
O1/0022/1,,videos/sample_000084_O1__0022__1.pt,ok,0.5716724992,0.5935413241,0.5645803884,0.5523677039,average,0.5716724992,0.5645803884,
O1/0022/2,,videos/sample_000085_O1__0022__2.pt,ok,0.5725942254,0.5985244513,0.5640602396,0.5496220322,average,0.5725942254,0.5640602396,
O1/0022/3,,videos/sample_000086_O1__0022__3.pt,ok,0.5703122020,0.6006196737,0.5653489081,0.5484716573,average,0.5703122020,0.5653489081,
O1/0022/4,,videos/sample_000087_O1__0022__4.pt,ok,0.5650946498,0.5811973810,0.5683063541,0.5592283561,average,0.5650946498,0.5683063541,
O1/0023/1,,videos/sample_000088_O1__0023__1.pt,ok,0.5752269030,0.5992136002,0.5625772039,0.5492433912,average,0.5752269030,0.5625772039,
O1/0023/2,,videos/sample_000089_O1__0023__2.pt,ok,0.5747616291,0.5909593701,0.5628390173,0.5537957347,average,0.5747616291,0.5628390173,
O1/0023/3,,videos/sample_000090_O1__0023__3.pt,ok,0.5739776492,0.5892547965,0.5632804447,0.5547405253,average,0.5739776492,0.5632804447,
O1/0023/4,,videos/sample_000091_O1__0023__4.pt,ok,0.5760867596,0.5978655815,0.5620936761,0.5499842808,average,0.5760867596,0.5620936761,
O1/0024/1,,videos/sample_000092_O1__0024__1.pt,ok,0.5680576563,0.6011467576,0.5666249509,0.5481826429,average,0.5680576563,0.5666249509,
O1/0024/2,,videos/sample_000093_O1__0024__2.pt,ok,0.5559692979,0.5758222938,0.5735160838,0.5622423503,average,0.5559692979,0.5735160838,
O1/0024/3,,videos/sample_000094_O1__0024__3.pt,ok,0.5662835836,0.5995721221,0.5676310770,0.5490465107,average,0.5662835836,0.5676310770,
O1/0024/4,,videos/sample_000095_O1__0024__4.pt,ok,0.5609924197,0.5893934369,0.5706424659,0.5546636212,average,0.5609924197,0.5706424659,
O1/0025/1,,videos/sample_000096_O1__0025__1.pt,ok,0.5871816874,0.6115729809,0.5558917559,0.5424968604,average,0.5871816874,0.5558917559,
O1/0025/2,,videos/sample_000097_O1__0025__2.pt,ok,0.5848450661,0.6079485416,0.5571921831,0.5444666749,average,0.5848450661,0.5571921831,
O1/0025/3,,videos/sample_000098_O1__0025__3.pt,ok,0.5887188911,0.6135915518,0.5550378934,0.5414028965,average,0.5887188911,0.5550378934,
O1/0025/4,,videos/sample_000099_O1__0025__4.pt,ok,0.5895061493,0.6166407466,0.5546011073,0.5397545679,average,0.5895061493,0.5546011073,
O1/0026/1,,videos/sample_000100_O1__0026__1.pt,ok,0.5833920836,0.6066055894,0.5580023620,0.5451983588,average,0.5833920836,0.5580023620,
O1/0026/2,,videos/sample_000101_O1__0026__2.pt,ok,0.5882441401,0.6151714325,0.5553014608,0.5405482198,average,0.5882441401,0.5553014608,
O1/0026/3,,videos/sample_000102_O1__0026__3.pt,ok,0.5880419016,0.6179836988,0.5554137755,0.5390301898,average,0.5880419016,0.5554137755,
O1/0026/4,,videos/sample_000103_O1__0026__4.pt,ok,0.5889560580,0.6151269078,0.5549062724,0.5405722881,average,0.5889560580,0.5549062724,
O1/0027/1,,videos/sample_000104_O1__0027__1.pt,ok,0.5589541793,0.5861124992,0.5718067586,0.5564864266,average,0.5589541793,0.5718067586,
O1/0027/2,,videos/sample_000105_O1__0027__2.pt,ok,0.5592495203,0.5859755874,0.5716379056,0.5565626214,average,0.5592495203,0.5716379056,
O1/0027/3,,videos/sample_000106_O1__0027__3.pt,ok,0.5579925179,0.5783270597,0.5723569075,0.5608358270,average,0.5579925179,0.5723569075,
O1/0027/4,,videos/sample_000107_O1__0027__4.pt,ok,0.5575175285,0.5779575109,0.5726288356,0.5610431215,average,0.5575175285,0.5726288356,
O1/0028/1,,videos/sample_000108_O1__0028__1.pt,ok,0.5719992518,0.6054555178,0.5643959404,0.5458257367,average,0.5719992518,0.5643959404,
O1/0028/2,,videos/sample_000109_O1__0028__2.pt,ok,0.5678784847,0.5942012072,0.5667264831,0.5520033261,average,0.5678784847,0.5667264831,
O1/0028/3,,videos/sample_000110_O1__0028__3.pt,ok,0.5700924993,0.6031100750,0.5654731304,0.5471074422,average,0.5700924993,0.5654731304,
O1/0028/4,,videos/sample_000111_O1__0028__4.pt,ok,0.5696418881,0.5967633724,0.5657279963,0.5505908127,average,0.5696418881,0.5657279963,
O1/0029/1,,videos/sample_000112_O1__0029__1.pt,ok,0.6226932406,0.6487177610,0.5364975730,0.5227155935,average,0.6226932406,0.5364975730,
O1/0029/2,,videos/sample_000113_O1__0029__2.pt,ok,0.6204327941,0.6499063969,0.5377116688,0.5220946442,average,0.6204327941,0.5377116688,
O1/0029/3,,videos/sample_000114_O1__0029__3.pt,ok,0.6226534843,0.6499063969,0.5365189026,0.5220946442,average,0.6226534843,0.5365189026,
O1/0029/4,,videos/sample_000115_O1__0029__4.pt,ok,0.6231207252,0.6487177610,0.5362682776,0.5227155935,average,0.6231207252,0.5362682776,
O1/0030/1,,videos/sample_000116_O1__0030__1.pt,ok,0.5764088035,0.5907431841,0.5619126864,0.5539154706,average,0.5764088035,0.5619126864,
O1/0030/2,,videos/sample_000117_O1__0030__2.pt,ok,0.5766814351,0.5912473798,0.5617595121,0.5536362592,average,0.5766814351,0.5617595121,
O1/0030/3,,videos/sample_000118_O1__0030__3.pt,ok,0.5784183145,0.6004000902,0.5607846504,0.5485921058,average,0.5784183145,0.5607846504,
O1/0030/4,,videos/sample_000119_O1__0030__4.pt,ok,0.5786268115,0.6022697091,0.5606677407,0.5475674059,average,0.5786268115,0.5606677407,
O1/0031/1,,videos/sample_000120_O1__0031__1.pt,ok,0.6311737895,0.6534676552,0.5319670171,0.5202386371,average,0.6311737895,0.5319670171,
O1/0031/2,,videos/sample_000121_O1__0031__2.pt,ok,0.6305893660,0.6525150537,0.5322780020,0.5207344533,average,0.6305893660,0.5322780020,
O1/0031/3,,videos/sample_000122_O1__0031__3.pt,ok,0.6308387518,0.6525150537,0.5321452760,0.5207344533,average,0.6308387518,0.5321452760,
O1/0031/4,,videos/sample_000123_O1__0031__4.pt,ok,0.6302521229,0.6534676552,0.5324575394,0.5202386371,average,0.6302521229,0.5324575394,
O1/0032/1,,videos/sample_000124_O1__0032__1.pt,ok,0.5582693219,0.5882637501,0.5721984988,0.5552905715,average,0.5582693219,0.5721984988,
O1/0032/2,,videos/sample_000125_O1__0032__2.pt,ok,0.5540887117,0.5742004514,0.5745956449,0.5631549586,average,0.5540887117,0.5745956449,
O1/0032/3,,videos/sample_000126_O1__0032__3.pt,ok,0.5543788671,0.5721676350,0.5744289471,0.5643009136,average,0.5543788671,0.5744289471,
O1/0032/4,,videos/sample_000127_O1__0032__4.pt,ok,0.5592010021,0.5926904082,0.5716656411,0.5528379224,average,0.5592010021,0.5716656411,
O1/0033/1,,videos/sample_000128_O1__0033__1.pt,ok,0.5951751471,0.6154437065,0.5514659698,0.5404010626,average,0.5951751471,0.5514659698,
O1/0033/2,,videos/sample_000129_O1__0033__2.pt,ok,0.5931693316,0.6115816832,0.5525732189,0.5424921395,average,0.5931693316,0.5525732189,
O1/0033/3,,videos/sample_000130_O1__0033__3.pt,ok,0.5941867828,0.6110852361,0.5520112884,0.5427615250,average,0.5941867828,0.5520112884,
O1/0033/4,,videos/sample_000131_O1__0033__4.pt,ok,0.5948548913,0.6143360138,0.5516426082,0.5409999926,average,0.5948548913,0.5516426082,
O1/0034/1,,videos/sample_000132_O1__0034__1.pt,ok,0.6198589802,0.6492552161,0.5380203038,0.5224347329,average,0.6198589802,0.5380203038,
O1/0034/2,,videos/sample_000133_O1__0034__2.pt,ok,0.6177636385,0.6492552161,0.5391488220,0.5224347329,average,0.6177636385,0.5391488220,
O1/0034/3,,videos/sample_000134_O1__0034__3.pt,ok,0.6207681298,0.6486814618,0.5375313851,0.5227345681,average,0.6207681298,0.5375313851,
O1/0034/4,,videos/sample_000135_O1__0034__4.pt,ok,0.6211619377,0.6486814618,0.5373197427,0.5227345681,average,0.6211619377,0.5373197427,
O1/0035/1,,videos/sample_000136_O1__0035__1.pt,ok,0.6316218376,0.6526800394,0.5317287237,0.5206485467,average,0.6316218376,0.5317287237,
O1/0035/2,,videos/sample_000137_O1__0035__2.pt,ok,0.6308419108,0.6524927020,0.5321435949,0.5207460927,average,0.6308419108,0.5321435949,
O1/0035/3,,videos/sample_000138_O1__0035__3.pt,ok,0.6299614310,0.6524927020,0.5326123429,0.5207460927,average,0.6299614310,0.5326123429,
O1/0035/4,,videos/sample_000139_O1__0035__4.pt,ok,0.6313139200,0.6526800394,0.5318924775,0.5206485467,average,0.6313139200,0.5318924775,
O1/0036/1,,videos/sample_000140_O1__0036__1.pt,ok,0.5726541877,0.5970069170,0.5640264183,0.5504567356,average,0.5726541877,0.5640264183,
O1/0036/2,,videos/sample_000141_O1__0036__2.pt,ok,0.5716413856,0.5961058140,0.5645979548,0.5509529774,average,0.5716413856,0.5645979548,
O1/0036/3,,videos/sample_000142_O1__0036__3.pt,ok,0.5728735328,0.5968900919,0.5639027154,0.5505210465,average,0.5728735328,0.5639027154,
O1/0036/4,,videos/sample_000143_O1__0036__4.pt,ok,0.5736251473,0.5981229544,0.5634790372,0.5498427480,average,0.5736251473,0.5634790372,
O1/0037/1,,videos/sample_000144_O1__0037__1.pt,ok,0.5774012208,0.6059406996,0.5613553111,0.5455609762,average,0.5774012208,0.5613553111,
O1/0037/2,,videos/sample_000145_O1__0037__2.pt,ok,0.5773528814,0.6078051925,0.5613824473,0.5445447293,average,0.5773528814,0.5613824473,
O1/0037/3,,videos/sample_000146_O1__0037__3.pt,ok,0.5770944357,0.6147622466,0.5615275530,0.5407694498,average,0.5770944357,0.5615275530,
O1/0037/4,,videos/sample_000147_O1__0037__4.pt,ok,0.5685764551,0.5878959298,0.5663310628,0.5554948561,average,0.5685764551,0.5663310628,
O1/0038/1,,videos/sample_000148_O1__0038__1.pt,ok,0.5812397003,0.5994790792,0.5592046904,0.5490975979,average,0.5812397003,0.5592046904,
O1/0038/2,,videos/sample_000149_O1__0038__2.pt,ok,0.5807256103,0.5997091532,0.5594922459,0.5489712794,average,0.5807256103,0.5594922459,
O1/0038/3,,videos/sample_000150_O1__0038__3.pt,ok,0.5800265670,0.5990829468,0.5598834920,0.5493151564,average,0.5800265670,0.5598834920,
O1/0038/4,,videos/sample_000151_O1__0038__4.pt,ok,0.5790122747,0.5997091532,0.5604516655,0.5489712794,average,0.5790122747,0.5604516655,
O1/0039/1,,videos/sample_000152_O1__0039__1.pt,ok,0.5840796828,0.6093515158,0.5576188119,0.5437033378,average,0.5840796828,0.5576188119,
O1/0039/2,,videos/sample_000153_O1__0039__2.pt,ok,0.5797790289,0.6033085585,0.5600221016,0.5469988612,average,0.5797790289,0.5600221016,
O1/0039/3,,videos/sample_000154_O1__0039__3.pt,ok,0.5863150358,0.6109372377,0.5563737291,0.5428418587,average,0.5863150358,0.5563737291,
O1/0039/4,,videos/sample_000155_O1__0039__4.pt,ok,0.5860432386,0.6146096587,0.5565249705,0.5408519710,average,0.5860432386,0.5565249705,
O1/0040/1,,videos/sample_000156_O1__0040__1.pt,ok,0.6317272186,0.6534641981,0.5316726925,0.5202404356,average,0.6317272186,0.5316726925,
O1/0040/2,,videos/sample_000157_O1__0040__2.pt,ok,0.6305871606,0.6534641981,0.5322791759,0.5202404356,average,0.6305871606,0.5322791759,
O1/0040/3,,videos/sample_000158_O1__0040__3.pt,ok,0.6318399906,0.6543372869,0.5316127381,0.5197864177,average,0.6318399906,0.5316127381,
O1/0040/4,,videos/sample_000159_O1__0040__4.pt,ok,0.6317878366,0.6543372869,0.5316404646,0.5197864177,average,0.6317878366,0.5316404646,
O1/0041/1,,videos/sample_000160_O1__0041__1.pt,ok,0.6255511045,0.6521078348,0.5349665248,0.5209465494,average,0.6255511045,0.5349665248,
O1/0041/2,,videos/sample_000161_O1__0041__2.pt,ok,0.6266581416,0.6521075368,0.5343746247,0.5209467047,average,0.6266581416,0.5343746247,
O1/0041/3,,videos/sample_000162_O1__0041__3.pt,ok,0.6262202859,0.6521078348,0.5346086549,0.5209465494,average,0.6262202859,0.5346086549,
O1/0041/4,,videos/sample_000163_O1__0041__4.pt,ok,0.6266122460,0.6521075368,0.5343991507,0.5209467047,average,0.6266122460,0.5343991507,
O1/0042/1,,videos/sample_000164_O1__0042__1.pt,ok,0.6320563555,0.6541723013,0.5314977282,0.5198721821,average,0.6320563555,0.5314977282,
O1/0042/2,,videos/sample_000165_O1__0042__2.pt,ok,0.6289595366,0.6519773006,0.5331462317,0.5210145552,average,0.6289595366,0.5331462317,
O1/0042/3,,videos/sample_000166_O1__0042__3.pt,ok,0.6314347386,0.6541723013,0.5318282189,0.5198721821,average,0.6314347386,0.5318282189,
O1/0042/4,,videos/sample_000167_O1__0042__4.pt,ok,0.6315906048,0.6519773006,0.5317453313,0.5210145552,average,0.6315906048,0.5317453313,
O1/0043/1,,videos/sample_000168_O1__0043__1.pt,ok,0.5724753141,0.6024066806,0.5641273167,0.5474924099,average,0.5724753141,0.5641273167,
O1/0043/2,,videos/sample_000169_O1__0043__2.pt,ok,0.5677232146,0.5928902030,0.5668144856,0.5527274793,average,0.5677232146,0.5668144856,
O1/0043/3,,videos/sample_000170_O1__0043__3.pt,ok,0.5738425851,0.6057811975,0.5633565289,0.5456480012,average,0.5738425851,0.5633565289,
O1/0043/4,,videos/sample_000171_O1__0043__4.pt,ok,0.5713574290,0.6004418731,0.5647582988,0.5485691846,average,0.5713574290,0.5647582988,
O1/0044/1,,videos/sample_000172_O1__0044__1.pt,ok,0.6266845465,0.6396883726,0.5343605148,0.5274567684,average,0.6266845465,0.5343605148,
O1/0044/2,,videos/sample_000173_O1__0044__2.pt,ok,0.6274790764,0.6396883726,0.5339361180,0.5274567684,average,0.6274790764,0.5339361180,
O1/0044/3,,videos/sample_000174_O1__0044__3.pt,ok,0.6282576919,0.6403423548,0.5335205489,0.5271119339,average,0.6282576919,0.5335205489,
O1/0044/4,,videos/sample_000175_O1__0044__4.pt,ok,0.6272744536,0.6403423548,0.5340453847,0.5271119339,average,0.6272744536,0.5340453847,
O1/0045/1,,videos/sample_000176_O1__0045__1.pt,ok,0.5790541768,0.6185364723,0.5604281819,0.5387323106,average,0.5790541768,0.5604281819,
O1/0045/2,,videos/sample_000177_O1__0045__2.pt,ok,0.5795048475,0.6107187867,0.5601756703,0.5429604560,average,0.5795048475,0.5601756703,
O1/0045/3,,videos/sample_000178_O1__0045__3.pt,ok,0.5751525164,0.6061249375,0.5626190537,0.5454604724,average,0.5751525164,0.5626190537,
