sample_id,official_movie_path,relative_path,status,surprise_average,surprise_maximum,plausibility_average,plausibility_maximum,selected_aggregation,selected_surprise,selected_plausibility,error
O1/0008/4,,videos/sample_000031_O1__0008__4.pt,ok,0.5438970327,0.5640192628,0.5804816827,0.5689178321,average,0.5438970327,0.5804816827,
O1/0009/1,,videos/sample_000032_O1__0009__1.pt,ok,0.6117152572,0.6448077559,0.5424196814,0.5247634151,average,0.6117152572,0.5424196814,
O1/0009/2,,videos/sample_000033_O1__0009__2.pt,ok,0.6098540425,0.6448077559,0.5434301810,0.5247634151,average,0.6098540425,0.5434301810,
O1/0009/3,,videos/sample_000034_O1__0009__3.pt,ok,0.6114748120,0.6464280486,0.5425501193,0.5239138332,average,0.6114748120,0.5425501193,
O1/0009/4,,videos/sample_000035_O1__0009__4.pt,ok,0.6120144129,0.6464280486,0.5422574378,0.5239138332,average,0.6120144129,0.5422574378,
O1/0010/1,,videos/sample_000036_O1__0010__1.pt,ok,0.5523339510,0.5937893391,0.5756048080,0.5522307255,average,0.5523339510,0.5756048080,
O1/0010/2,,videos/sample_000037_O1__0010__2.pt,ok,0.5387450457,0.5755817294,0.5834800339,0.5623776220,average,0.5387450457,0.5834800339,
O1/0010/3,,videos/sample_000038_O1__0010__3.pt,ok,0.5545586348,0.5962117314,0.5743256927,0.5508946249,average,0.5545586348,0.5743256927,
O1/0010/4,,videos/sample_000039_O1__0010__4.pt,ok,0.5489956141,0.5995940566,0.5775295818,0.5490344678,average,0.5489956141,0.5775295818,
O1/0011/1,,videos/sample_000040_O1__0011__1.pt,ok,0.6182363033,0.6299630404,0.5388940456,0.5326114858,average,0.6182363033,0.5388940456,
O1/0011/2,,videos/sample_000041_O1__0011__2.pt,ok,0.6159399748,0.6272361875,0.5401329453,0.5340658209,average,0.6159399748,0.5401329453,
O1/0011/3,,videos/sample_000042_O1__0011__3.pt,ok,0.6177555323,0.6295773387,0.5391531925,0.5328169545,average,0.6177555323,0.5391531925,
O1/0011/4,,videos/sample_000043_O1__0011__4.pt,ok,0.6174066663,0.6295171976,0.5393413175,0.5328489997,average,0.6174066663,0.5393413175,
O1/0012/1,,videos/sample_000044_O1__0012__1.pt,ok,0.6154575944,0.6505287886,0.5403935577,0.5217697979,average,0.6154575944,0.5403935577,
O1/0012/2,,videos/sample_000045_O1__0012__2.pt,ok,0.6156068444,0.6502718329,0.5403129099,0.5219038868,average,0.6156068444,0.5403129099,
O1/0012/3,,videos/sample_000046_O1__0012__3.pt,ok,0.6157571673,0.6505287886,0.5402316946,0.5217697979,average,0.6157571673,0.5402316946,
O1/0012/4,,videos/sample_000047_O1__0012__4.pt,ok,0.6144331098,0.6502718329,0.5409474662,0.5219038868,average,0.6144331098,0.5409474662,
O1/0013/1,,videos/sample_000048_O1__0013__1.pt,ok,0.6198881865,0.6502940655,0.5380045904,0.5218922837,average,0.6198881865,0.5380045904,
O1/0013/2,,videos/sample_000049_O1__0013__2.pt,ok,0.6200629473,0.6491799951,0.5379105765,0.5224740324,average,0.6200629473,0.5379105765,
O1/0013/3,,videos/sample_000050_O1__0013__3.pt,ok,0.6183122993,0.6502940655,0.5388530934,0.5218922837,average,0.6183122993,0.5388530934,
O1/0013/4,,videos/sample_000051_O1__0013__4.pt,ok,0.6196354628,0.6491799951,0.5381405741,0.5224740324,average,0.6196354628,0.5381405741,
O1/0014/1,,videos/sample_000052_O1__0014__1.pt,ok,0.5401055217,0.5809893608,0.5826867630,0.5593446990,average,0.5401055217,0.5826867630,
O1/0014/2,,videos/sample_000053_O1__0014__2.pt,ok,0.5241625905,0.5461142659,0.5920509459,0.5791960452,average,0.5241625905,0.5920509459,
O1/0014/3,,videos/sample_000054_O1__0014__3.pt,ok,0.5376455784,0.5893465877,0.5841219039,0.5546896074,average,0.5376455784,0.5841219039,
O1/0014/4,,videos/sample_000055_O1__0014__4.pt,ok,0.5429448485,0.5840449929,0.5810346714,0.5576381560,average,0.5429448485,0.5810346714,
O1/0015/1,,videos/sample_000056_O1__0015__1.pt,ok,0.6144499183,0.6274398565,0.5409383738,0.5339570593,average,0.6144499183,0.5409383738,
O1/0015/2,,videos/sample_000057_O1__0015__2.pt,ok,0.6124191284,0.6294766665,0.5420380222,0.5328705971,average,0.6124191284,0.5420380222,
O1/0015/3,,videos/sample_000058_O1__0015__3.pt,ok,0.6142076850,0.6291431189,0.5410694229,0.5330483645,average,0.6142076850,0.5410694229,
O1/0015/4,,videos/sample_000059_O1__0015__4.pt,ok,0.6134340763,0.6292720437,0.5414881609,0.5329796457,average,0.6134340763,0.5414881609,
O1/0016/1,,videos/sample_000060_O1__0016__1.pt,ok,0.5578409433,0.5942790508,0.5724436689,0.5519603578,average,0.5578409433,0.5724436689,
O1/0016/2,,videos/sample_000061_O1__0016__2.pt,ok,0.5542950034,0.5939394236,0.5744771229,0.5521478504,average,0.5542950034,0.5744771229,
O1/0016/3,,videos/sample_000062_O1__0016__3.pt,ok,0.5582835674,0.5932988524,0.5721903476,0.5525016537,average,0.5582835674,0.5721903476,
O1/0016/4,,videos/sample_000063_O1__0016__4.pt,ok,0.5459419489,0.5658047199,0.5792958592,0.5679029600,average,0.5459419489,0.5792958592,
O1/0017/1,,videos/sample_000064_O1__0017__1.pt,ok,0.6135394573,0.6296669245,0.5414311013,0.5327692238,average,0.6135394573,0.5414311013,
O1/0017/2,,videos/sample_000065_O1__0017__2.pt,ok,0.6148743629,0.6282590628,0.5407088241,0.5335198175,average,0.6148743629,0.5407088241,
O1/0017/3,,videos/sample_000066_O1__0017__3.pt,ok,0.6154351234,0.6280165911,0.5404057010,0.5336491966,average,0.6154351234,0.5404057010,
O1/0017/4,,videos/sample_000067_O1__0017__4.pt,ok,0.6153829694,0.6286811233,0.5404338860,0.5332946874,average,0.6153829694,0.5404338860,
O1/0018/1,,videos/sample_000068_O1__0018__1.pt,ok,0.5494993925,0.5831141472,0.5772387081,0.5581574727,average,0.5494993925,0.5772387081,
O1/0018/2,,videos/sample_000069_O1__0018__2.pt,ok,0.5329380631,0.5531252623,0.5868781491,0.5751495056,average,0.5329380631,0.5868781491,
O1/0018/3,,videos/sample_000070_O1__0018__3.pt,ok,0.5478429794,0.5835010409,0.5781956462,0.5579415669,average,0.5478429794,0.5781956462,
O1/0018/4,,videos/sample_000071_O1__0018__4.pt,ok,0.5449377894,0.5821951628,0.5798778567,0.5586706465,average,0.5449377894,0.5798778567,
O1/0019/1,,videos/sample_000072_O1__0019__1.pt,ok,0.6137387156,0.6401335597,0.5413232274,0.5272220037,average,0.6137387156,0.5413232274,
O1/0019/2,,videos/sample_000073_O1__0019__2.pt,ok,0.6139093041,0.6409310102,0.5412308918,0.5268017378,average,0.6139093041,0.5412308918,
O1/0019/3,,videos/sample_000074_O1__0019__3.pt,ok,0.6120570898,0.6401335597,0.5422342964,0.5272220037,average,0.6120570898,0.5422342964,
O1/0019/4,,videos/sample_000075_O1__0019__4.pt,ok,0.6132549644,0.6409310102,0.5415851566,0.5268017378,average,0.6132549644,0.5415851566,
O1/0020/1,,videos/sample_000076_O1__0020__1.pt,ok,0.5515416861,0.5885069370,0.5760610202,0.5551555484,average,0.5515416861,0.5760610202,
O1/0020/2,,videos/sample_000077_O1__0020__2.pt,ok,0.5520211458,0.5848275423,0.5757848883,0.5572019473,average,0.5520211458,0.5757848883,
O1/0020/3,,videos/sample_000078_O1__0020__3.pt,ok,0.5539324284,0.5885004401,0.5746854517,0.5551591553,average,0.5539324284,0.5746854517,
O1/0020/4,,videos/sample_000079_O1__0020__4.pt,ok,0.5406653285,0.5613671541,0.5823606623,0.5704286666,average,0.5406653285,0.5823606623,
O1/0021/1,,videos/sample_000080_O1__0021__1.pt,ok,0.5444547534,0.5893512964,0.5801580263,0.5546869955,average,0.5444547534,0.5801580263,
O1/0021/2,,videos/sample_000081_O1__0021__2.pt,ok,0.5309027433,0.5504626632,0.5880738502,0.5766829387,average,0.5309027433,0.5880738502,
O1/0021/3,,videos/sample_000082_O1__0021__3.pt,ok,0.5473659039,0.5826276541,0.5784715550,0.5584290786,average,0.5473659039,0.5784715550,
O1/0021/4,,videos/sample_000083_O1__0021__4.pt,ok,0.5455704331,0.5797353387,0.5795111167,0.5600465696,average,0.5455704331,0.5795111167,
O1/0022/1,,videos/sample_000084_O1__0022__1.pt,ok,0.5454019308,0.5743776560,0.5796087739,0.5630551738,average,0.5454019308,0.5796087739,
O1/0022/2,,videos/sample_000085_O1__0022__2.pt,ok,0.5455020070,0.5783715248,0.5795507718,0.5608108900,average,0.5455020070,0.5795507718,
O1/0022/3,,videos/sample_000086_O1__0022__3.pt,ok,0.5417409539,0.5825311542,0.5817345971,0.5584829695,average,0.5417409539,0.5817345971,
O1/0022/4,,videos/sample_000087_O1__0022__4.pt,ok,0.5329380631,0.5531252623,0.5868781491,0.5751495056,average,0.5329380631,0.5868781491,
O1/0023/1,,videos/sample_000088_O1__0023__1.pt,ok,0.5467017889,0.5776047707,0.5788558542,0.5612410589,average,0.5467017889,0.5788558542,
O1/0023/2,,videos/sample_000089_O1__0023__2.pt,ok,0.5464969873,0.5676749945,0.5789744169,0.5668418182,average,0.5464969873,0.5789744169,
O1/0023/3,,videos/sample_000090_O1__0023__3.pt,ok,0.5442689657,0.5635948181,0.5802658225,0.5691593575,average,0.5442689657,0.5802658225,
O1/0023/4,,videos/sample_000091_O1__0023__4.pt,ok,0.5489739180,0.5782551169,0.5775421120,0.5608761766,average,0.5489739180,0.5775421120,
O1/0024/1,,videos/sample_000092_O1__0024__1.pt,ok,0.5426375866,0.5878084302,0.5812132287,0.5555434639,average,0.5426375866,0.5812132287,
O1/0024/2,,videos/sample_000093_O1__0024__2.pt,ok,0.5207096934,0.5446467996,0.5940987703,0.5800466199,average,0.5207096934,0.5940987703,
O1/0024/3,,videos/sample_000094_O1__0024__3.pt,ok,0.5412022471,0.5843802094,0.5820480659,0.5574512578,average,0.5412022471,0.5820480659,
O1/0024/4,,videos/sample_000095_O1__0024__4.pt,ok,0.5325155258,0.5692988634,0.5871261794,0.5659220883,average,0.5325155258,0.5871261794,
O1/0025/1,,videos/sample_000096_O1__0025__1.pt,ok,0.5627389550,0.5951021910,0.5696466885,0.5515062040,average,0.5627389550,0.5696466885,
O1/0025/2,,videos/sample_000097_O1__0025__2.pt,ok,0.5592654347,0.5926650763,0.5716288083,0.5528519271,average,0.5592654347,0.5716288083,
O1/0025/3,,videos/sample_000098_O1__0025__3.pt,ok,0.5644940734,0.5988813639,0.5686477680,0.5494259001,average,0.5644940734,0.5686477680,
O1/0025/4,,videos/sample_000099_O1__0025__4.pt,ok,0.5653306842,0.6006217599,0.5681722301,0.5484705131,average,0.5653306842,0.5681722301,
O1/0026/1,,videos/sample_000100_O1__0026__1.pt,ok,0.5532065034,0.5873187780,0.5751027817,0.5558155535,average,0.5532065034,0.5751027817,
O1/0026/2,,videos/sample_000101_O1__0026__2.pt,ok,0.5605096817,0.5974773765,0.5709180032,0.5501978289,average,0.5605096817,0.5709180032,
O1/0026/3,,videos/sample_000102_O1__0026__3.pt,ok,0.5604909062,0.6053266525,0.5709287226,0.5458960792,average,0.5604909062,0.5709287226,
O1/0026/4,,videos/sample_000103_O1__0026__4.pt,ok,0.5625398159,0.6000744700,0.5697601388,0.5487707676,average,0.5625398159,0.5697601388,
O1/0027/1,,videos/sample_000104_O1__0027__1.pt,ok,0.5322084427,0.5654343367,0.5873065037,0.5681133407,average,0.5322084427,0.5873065037,
O1/0027/2,,videos/sample_000105_O1__0027__2.pt,ok,0.5296905637,0.5656682253,0.5887871336,0.5679804810,average,0.5296905637,0.5887871336,
O1/0027/3,,videos/sample_000106_O1__0027__3.pt,ok,0.5273375511,0.5513156652,0.5901741884,0.5761912367,average,0.5273375511,0.5901741884,
O1/0027/4,,videos/sample_000107_O1__0027__4.pt,ok,0.5301570296,0.5545645952,0.5885125485,0.5743222694,average,0.5301570296,0.5885125485,
O1/0028/1,,videos/sample_000108_O1__0028__1.pt,ok,0.5540741086,0.5965539813,0.5746040359,0.5507061136,average,0.5540741086,0.5746040359,
O1/0028/2,,videos/sample_000109_O1__0028__2.pt,ok,0.5488907099,0.5833501816,0.5775901702,0.5580257439,average,0.5488907099,0.5775901702,
O1/0028/3,,videos/sample_000110_O1__0028__3.pt,ok,0.5518847108,0.5928036571,0.5758634509,0.5527753177,average,0.5518847108,0.5758634509,
O1/0028/4,,videos/sample_000111_O1__0028__4.pt,ok,0.5520218611,0.5861988664,0.5757844765,0.5564383665,average,0.5520218611,0.5757844765,
O1/0029/1,,videos/sample_000112_O1__0029__1.pt,ok,0.6145237684,0.6462060213,0.5408984269,0.5240301693,average,0.6145237684,0.5408984269,
O1/0029/2,,videos/sample_000113_O1__0029__2.pt,ok,0.6117347479,0.6471714377,0.5424091094,0.5235245061,average,0.6117347479,0.5424091094,
O1/0029/3,,videos/sample_000114_O1__0029__3.pt,ok,0.6145532131,0.6471714377,0.5408825005,0.5235245061,average,0.6145532131,0.5408825005,
O1/0029/4,,videos/sample_000115_O1__0029__4.pt,ok,0.6151972413,0.6462060213,0.5405342691,0.5240301693,average,0.6151972413,0.5405342691,
O1/0030/1,,videos/sample_000116_O1__0030__1.pt,ok,0.5396687984,0.5612589717,0.5829412915,0.5704903803,average,0.5396687984,0.5829412915,
O1/0030/2,,videos/sample_000117_O1__0030__2.pt,ok,0.5434832573,0.5666295290,0.5807219214,0.5674347416,average,0.5434832573,0.5807219214,
O1/0030/3,,videos/sample_000118_O1__0030__3.pt,ok,0.5457955599,0.5771686435,0.5793806679,0.5614858848,average,0.5457955599,0.5793806679,
O1/0030/4,,videos/sample_000119_O1__0030__4.pt,ok,0.5438435674,0.5799034238,0.5805127192,0.5599524420,average,0.5438435674,0.5805127192,
O1/0031/1,,videos/sample_000120_O1__0031__1.pt,ok,0.6243119836,0.6532509923,0.5356298239,0.5203513657,average,0.6243119836,0.5356298239,
O1/0031/2,,videos/sample_000121_O1__0031__2.pt,ok,0.6234552264,0.6518538594,0.5360889252,0.5210788738,average,0.6234552264,0.5360889252,
O1/0031/3,,videos/sample_000122_O1__0031__3.pt,ok,0.6238359213,0.6518538594,0.5358848778,0.5210788738,average,0.6238359213,0.5358848778,
O1/0031/4,,videos/sample_000123_O1__0031__4.pt,ok,0.6232976913,0.6532509923,0.5361733847,0.5203513657,average,0.6232976913,0.5361733847,
O1/0032/1,,videos/sample_000124_O1__0032__1.pt,ok,0.5342446566,0.5722870231,0.5861118387,0.5642335468,average,0.5342446566,0.5861118387,
O1/0032/2,,videos/sample_000125_O1__0032__2.pt,ok,0.5223075151,0.5474323630,0.5931502644,0.5784331115,average,0.5223075151,0.5931502644,
O1/0032/3,,videos/sample_000126_O1__0032__3.pt,ok,0.5295646787,0.5520144701,0.5888612578,0.5757887321,average,0.5295646787,0.5888612578,
O1/0032/4,,videos/sample_000127_O1__0032__4.pt,ok,0.5320457220,0.5759885907,0.5874020783,0.5621488589,average,0.5320457220,0.5874020783,
O1/0033/1,,videos/sample_000128_O1__0033__1.pt,ok,0.5835390687,0.6070292592,0.5579203500,0.5449674237,average,0.5835390687,0.5579203500,
O1/0033/2,,videos/sample_000129_O1__0033__2.pt,ok,0.5815408230,0.5997402668,0.5590363266,0.5489541992,average,0.5815408230,0.5590363266,
O1/0033/3,,videos/sample_000130_O1__0033__3.pt,ok,0.5828424692,0.6021335125,0.5583091324,0.5476419878,average,0.5828424692,0.5583091324,
O1/0033/4,,videos/sample_000131_O1__0033__4.pt,ok,0.5834847093,0.6022452712,0.5579506791,0.5475807874,average,0.5834847093,0.5579506791,
O1/0034/1,,videos/sample_000132_O1__0034__1.pt,ok,0.6135050058,0.6442328691,0.5414497548,0.5250651813,average,0.6135050058,0.5414497548,
O1/0034/2,,videos/sample_000133_O1__0034__2.pt,ok,0.6116623282,0.6442328691,0.5424483919,0.5250651813,average,0.6116623282,0.5424483919,
O1/0034/3,,videos/sample_000134_O1__0034__3.pt,ok,0.6142687798,0.6440885663,0.5410363674,0.5251409552,average,0.6142687798,0.5410363674,
O1/0034/4,,videos/sample_000135_O1__0034__4.pt,ok,0.6147893667,0.6440885663,0.5407547843,0.5251409552,average,0.6147893667,0.5407547843,
O1/0035/1,,videos/sample_000136_O1__0035__1.pt,ok,0.6238635778,0.6505572200,0.5358700572,0.5217549635,average,0.6238635778,0.5358700572,
O1/0035/2,,videos/sample_000137_O1__0035__2.pt,ok,0.6234153509,0.6515012980,0.5361103025,0.5212626185,average,0.6234153509,0.5361103025,
O1/0035/3,,videos/sample_000138_O1__0035__3.pt,ok,0.6221194267,0.6515012980,0.5368055111,0.5212626185,average,0.6221194267,0.5368055111,
O1/0035/4,,videos/sample_000139_O1__0035__4.pt,ok,0.6237147450,0.6505572200,0.5359498182,0.5217549635,average,0.6237147450,0.5359498182,
O1/0036/1,,videos/sample_000140_O1__0036__1.pt,ok,0.5564408898,0.5849457979,0.5732456820,0.5571360589,average,0.5564408898,0.5732456820,
O1/0036/2,,videos/sample_000141_O1__0036__2.pt,ok,0.5551055670,0.5827998519,0.5740116613,0.5583329266,average,0.5551055670,0.5740116613,
O1/0036/3,,videos/sample_000142_O1__0036__3.pt,ok,0.5562908649,0.5829221010,0.5733316895,0.5582646750,average,0.5562908649,0.5733316895,
O1/0036/4,,videos/sample_000143_O1__0036__4.pt,ok,0.5571606159,0.5855416656,0.5728332505,0.5568041785,average,0.5571606159,0.5728332505,
O1/0037/1,,videos/sample_000144_O1__0037__1.pt,ok,0.5484277010,0.5861439109,0.5778576615,0.5564689467,average,0.5484277010,0.5778576615,
O1/0037/2,,videos/sample_000145_O1__0037__2.pt,ok,0.5496332049,0.5885763168,0.5771614715,0.5551170332,average,0.5496332049,0.5771614715,
O1/0037/3,,videos/sample_000146_O1__0037__3.pt,ok,0.5483157635,0.5941823125,0.5779223491,0.5520137561,average,0.5483157635,0.5779223491,
O1/0037/4,,videos/sample_000147_O1__0037__4.pt,ok,0.5342454314,0.5516054034,0.5861113846,0.5760243163,average,0.5342454314,0.5861113846,
O1/0038/1,,videos/sample_000148_O1__0038__1.pt,ok,0.5611771941,0.5842190385,0.5705370355,0.5575411100,average,0.5611771941,0.5705370355,
O1/0038/2,,videos/sample_000149_O1__0038__2.pt,ok,0.5612108707,0.5836171508,0.5705178221,0.5578767881,average,0.5612108707,0.5705178221,
O1/0038/3,,videos/sample_000150_O1__0038__3.pt,ok,0.5593506694,0.5801817775,0.5715800878,0.5597965989,average,0.5593506694,0.5715800878,
O1/0038/4,,videos/sample_000151_O1__0038__4.pt,ok,0.5595495105,0.5805187225,0.5714664455,0.5596080100,average,0.5595495105,0.5714664455,
O1/0039/1,,videos/sample_000152_O1__0039__1.pt,ok,0.5574823022,0.5925040245,0.5726490076,0.5529409720,average,0.5574823022,0.5726490076,
O1/0039/2,,videos/sample_000153_O1__0039__2.pt,ok,0.5512594581,0.5839464068,0.5762236237,0.5576931341,average,0.5512594581,0.5762236237,
O1/0039/3,,videos/sample_000154_O1__0039__3.pt,ok,0.5606698394,0.5933628082,0.5708265736,0.5524663192,average,0.5606698394,0.5708265736,
O1/0039/4,,videos/sample_000155_O1__0039__4.pt,ok,0.5599145293,0.6011277437,0.5712578876,0.5481930661,average,0.5599145293,0.5712578876,
O1/0040/1,,videos/sample_000156_O1__0040__1.pt,ok,0.6246178150,0.6524885893,0.5354660365,0.5207482344,average,0.6246178150,0.5354660365,
O1/0040/2,,videos/sample_000157_O1__0040__2.pt,ok,0.6231757402,0.6524885893,0.5362387756,0.5207482344,average,0.6231757402,0.5362387756,
O1/0040/3,,videos/sample_000158_O1__0040__3.pt,ok,0.6246892214,0.6536024213,0.5354278022,0.5201685313,average,0.6246892214,0.5354278022,
O1/0040/4,,videos/sample_000159_O1__0040__4.pt,ok,0.6244919896,0.6536024213,0.5355334160,0.5201685313,average,0.6244919896,0.5355334160,
O1/0041/1,,videos/sample_000160_O1__0041__1.pt,ok,0.6179181933,0.6485340595,0.5390655004,0.5228116260,average,0.6179181933,0.5390655004,
O1/0041/2,,videos/sample_000161_O1__0041__2.pt,ok,0.6191471219,0.6483776569,0.5384034343,0.5228934015,average,0.6191471219,0.5384034343,
O1/0041/3,,videos/sample_000162_O1__0041__3.pt,ok,0.6188240051,0.6485340595,0.5385774296,0.5228116260,average,0.6188240051,0.5385774296,
O1/0041/4,,videos/sample_000163_O1__0041__4.pt,ok,0.6191539764,0.6483776569,0.5383997438,0.5228934015,average,0.6191539764,0.5383997438,
O1/0042/1,,videos/sample_000164_O1__0042__1.pt,ok,0.6246454716,0.6519072056,0.5354512276,0.5210510770,average,0.6246454716,0.5354512276,
O1/0042/2,,videos/sample_000165_O1__0042__2.pt,ok,0.6211226583,0.6501880884,0.5373408487,0.5219475952,average,0.6211226583,0.5373408487,
O1/0042/3,,videos/sample_000166_O1__0042__3.pt,ok,0.6238024235,0.6519072056,0.5359028290,0.5210510770,average,0.6238024235,0.5359028290,
O1/0042/4,,videos/sample_000167_O1__0042__4.pt,ok,0.6240020990,0.6501880884,0.5357958330,0.5219475952,average,0.6240020990,0.5357958330,
O1/0043/1,,videos/sample_000168_O1__0043__1.pt,ok,0.5522350073,0.5938168168,0.5756617633,0.5522155517,average,0.5522350073,0.5756617633,
O1/0043/2,,videos/sample_000169_O1__0043__2.pt,ok,0.5458100438,0.5810802579,0.5793722763,0.5592938585,average,0.5458100438,0.5793722763,
O1/0043/3,,videos/sample_000170_O1__0043__3.pt,ok,0.5537600517,0.5979934931,0.5747845226,0.5499139360,average,0.5537600517,0.5747845226,
O1/0043/4,,videos/sample_000171_O1__0043__4.pt,ok,0.5515908003,0.5907382965,0.5760327281,0.5539181779,average,0.5515908003,0.5760327281,
O1/0044/1,,videos/sample_000172_O1__0044__1.pt,ok,0.6194521189,0.6349837184,0.5382392480,0.5299441166,average,0.6194521189,0.5382392480,
O1/0044/2,,videos/sample_000173_O1__0044__2.pt,ok,0.6198295355,0.6349837184,0.5380361458,0.5299441166,average,0.6198295355,0.5380361458,
O1/0044/3,,videos/sample_000174_O1__0044__3.pt,ok,0.6208033562,0.6355614066,0.5375124502,0.5296380625,average,0.6208033562,0.5375124502,
O1/0044/4,,videos/sample_000175_O1__0044__4.pt,ok,0.6198033094,0.6355614066,0.5380502566,0.5296380625,average,0.6198033094,0.5380502566,
O1/0045/1,,videos/sample_000176_O1__0045__1.pt,ok,0.5490209460,0.6018462777,0.5775149520,0.5477993122,average,0.5490209460,0.5775149520,
O1/0045/2,,videos/sample_000177_O1__0045__2.pt,ok,0.5509007573,0.5885732174,0.5764303526,0.5551187538,average,0.5509007573,0.5764303526,
O1/0045/3,,videos/sample_000178_O1__0045__3.pt,ok,0.5426491499,0.5821867585,0.5812065080,0.5586753418,average,0.5426491499,0.5812065080,
