sample_id,official_movie_path,relative_path,status,surprise_average,surprise_maximum,plausibility_average,plausibility_maximum,selected_aggregation,selected_surprise,selected_plausibility,error
O1/0021/3,,videos/sample_000082_O1__0021__3.pt,ok,0.5540969372,0.5864496231,0.5745909187,0.5562988534,average,0.5540969372,0.5745909187,
O1/0021/4,,videos/sample_000083_O1__0021__4.pt,ok,0.5521695614,0.5831403732,0.5756994392,0.5581428347,average,0.5521695614,0.5756994392,
O1/0022/1,,videos/sample_000084_O1__0022__1.pt,ok,0.5513060093,0.5793539882,0.5761968004,0.5602601844,average,0.5513060093,0.5761968004,
O1/0022/2,,videos/sample_000085_O1__0022__2.pt,ok,0.5518695712,0.5840250850,0.5758721693,0.5576492575,average,0.5518695712,0.5758721693,
O1/0022/3,,videos/sample_000086_O1__0022__3.pt,ok,0.5483704805,0.5885658264,0.5778907277,0.5551228566,average,0.5483704805,0.5778907277,
O1/0022/4,,videos/sample_000087_O1__0022__4.pt,ok,0.5403354168,0.5590681434,0.5825528216,0.5717415969,average,0.5403354168,0.5825528216,
O1/0023/1,,videos/sample_000088_O1__0023__1.pt,ok,0.5635743737,0.5897603631,0.5691709938,0.5544601379,average,0.5635743737,0.5691709938,
O1/0023/2,,videos/sample_000089_O1__0023__2.pt,ok,0.5622032881,0.5810612440,0.5699519112,0.5593044930,average,0.5622032881,0.5699519112,
O1/0023/3,,videos/sample_000090_O1__0023__3.pt,ok,0.5630586743,0.5808830261,0.5694645906,0.5594041799,average,0.5630586743,0.5694645906,
O1/0023/4,,videos/sample_000091_O1__0023__4.pt,ok,0.5637208223,0.5899847746,0.5690876456,0.5543357247,average,0.5637208223,0.5690876456,
O1/0024/1,,videos/sample_000092_O1__0024__1.pt,ok,0.5505040884,0.5919802785,0.5766590500,0.5532306485,average,0.5505040884,0.5766590500,
O1/0024/2,,videos/sample_000093_O1__0024__2.pt,ok,0.5313587785,0.5527068973,0.5878057290,0.5753901784,average,0.5313587785,0.5878057290,
O1/0024/3,,videos/sample_000094_O1__0024__3.pt,ok,0.5485183001,0.5883967280,0.5778053105,0.5552167350,average,0.5485183001,0.5778053105,
O1/0024/4,,videos/sample_000095_O1__0024__4.pt,ok,0.5410517454,0.5764582157,0.5821356718,0.5618849217,average,0.5410517454,0.5821356718,
O1/0025/1,,videos/sample_000096_O1__0025__1.pt,ok,0.5697150826,0.6005687714,0.5656865897,0.5484995765,average,0.5697150826,0.5656865897,
O1/0025/2,,videos/sample_000097_O1__0025__2.pt,ok,0.5666545033,0.5971691608,0.5674205705,0.5503674346,average,0.5666545033,0.5674205705,
O1/0025/3,,videos/sample_000098_O1__0025__3.pt,ok,0.5712254047,0.6027694345,0.5648328656,0.5472938409,average,0.5712254047,0.5648328656,
O1/0025/4,,videos/sample_000099_O1__0025__4.pt,ok,0.5720443130,0.6045123339,0.5643705086,0.5463407936,average,0.5720443130,0.5643705086,
O1/0026/1,,videos/sample_000100_O1__0026__1.pt,ok,0.5639670491,0.5944222808,0.5689475382,0.5518813062,average,0.5639670491,0.5689475382,
O1/0026/2,,videos/sample_000101_O1__0026__2.pt,ok,0.5696226954,0.6039991379,0.5657388543,0.5466212454,average,0.5696226954,0.5657388543,
O1/0026/3,,videos/sample_000102_O1__0026__3.pt,ok,0.5699423552,0.6081187725,0.5655580393,0.5443739977,average,0.5699423552,0.5655580393,
O1/0026/4,,videos/sample_000103_O1__0026__4.pt,ok,0.5711076856,0.6041581631,0.5648993611,0.5465343258,average,0.5711076856,0.5648993611,
O1/0027/1,,videos/sample_000104_O1__0027__1.pt,ok,0.5405699611,0.5697002411,0.5824162032,0.5656949854,average,0.5405699611,0.5824162032,
O1/0027/2,,videos/sample_000105_O1__0027__2.pt,ok,0.5390751362,0.5700488687,0.5832874645,0.5654978029,average,0.5390751362,0.5832874645,
O1/0027/3,,videos/sample_000106_O1__0027__3.pt,ok,0.5371388197,0.5577328205,0.5844179878,0.5725055665,average,0.5371388197,0.5844179878,
O1/0027/4,,videos/sample_000107_O1__0027__4.pt,ok,0.5388062596,0.5591412783,0.5834443179,0.5716997842,average,0.5388062596,0.5834443179,
O1/0028/1,,videos/sample_000108_O1__0028__1.pt,ok,0.5602005124,0.5990247726,0.5710945408,0.5493471133,average,0.5602005124,0.5710945408,
O1/0028/2,,videos/sample_000109_O1__0028__2.pt,ok,0.5552906990,0.5864357352,0.5739054032,0.5563065792,average,0.5552906990,0.5739054032,
O1/0028/3,,videos/sample_000110_O1__0028__3.pt,ok,0.5583260655,0.5956524611,0.5721660311,0.5512028102,average,0.5583260655,0.5721660311,
O1/0028/4,,videos/sample_000111_O1__0028__4.pt,ok,0.5583070517,0.5891400576,0.5721769103,0.5548041793,average,0.5583070517,0.5721769103,
O1/0029/1,,videos/sample_000112_O1__0029__1.pt,ok,0.6166990995,0.6426733732,0.5397230726,0.5258846572,average,0.6166990995,0.5397230726,
O1/0029/2,,videos/sample_000113_O1__0029__2.pt,ok,0.6138346195,0.6426641941,0.5412713149,0.5258894844,average,0.6138346195,0.5412713149,
O1/0029/3,,videos/sample_000114_O1__0029__3.pt,ok,0.6167680025,0.6426641941,0.5396858853,0.5258894844,average,0.6167680025,0.5396858853,
O1/0029/4,,videos/sample_000115_O1__0029__4.pt,ok,0.6173508763,0.6426733732,0.5393714082,0.5258846572,average,0.6173508763,0.5393714082,
O1/0030/1,,videos/sample_000116_O1__0030__1.pt,ok,0.5555987954,0.5761079788,0.5737286123,0.5620817490,average,0.5555987954,0.5737286123,
O1/0030/2,,videos/sample_000117_O1__0030__2.pt,ok,0.5566773415,0.5776332617,0.5731101531,0.5612250688,average,0.5566773415,0.5731101531,
O1/0030/3,,videos/sample_000118_O1__0030__3.pt,ok,0.5582171082,0.5872166753,0.5722283762,0.5558723067,average,0.5582171082,0.5722283762,
O1/0030/4,,videos/sample_000119_O1__0030__4.pt,ok,0.5581305027,0.5890479088,0.5722779365,0.5548553062,average,0.5581305027,0.5722779365,
O1/0031/1,,videos/sample_000120_O1__0031__1.pt,ok,0.6270052791,0.6541739106,0.5341891554,0.5198713454,average,0.6270052791,0.5341891554,
O1/0031/2,,videos/sample_000121_O1__0031__2.pt,ok,0.6261609197,0.6533195972,0.5346403936,0.5203156683,average,0.6261609197,0.5346403936,
O1/0031/3,,videos/sample_000122_O1__0031__3.pt,ok,0.6264937520,0.6533195972,0.5344624776,0.5203156683,average,0.6264937520,0.5344624776,
O1/0031/4,,videos/sample_000123_O1__0031__4.pt,ok,0.6260142326,0.6541739106,0.5347188241,0.5198713454,average,0.6260142326,0.5347188241,
O1/0032/1,,videos/sample_000124_O1__0032__1.pt,ok,0.5424179435,0.5766441822,0.5813409022,0.5617804396,average,0.5424179435,0.5813409022,
O1/0032/2,,videos/sample_000125_O1__0032__2.pt,ok,0.5321539640,0.5540691614,0.5873385002,0.5746068786,average,0.5321539640,0.5873385002,
O1/0032/3,,videos/sample_000126_O1__0032__3.pt,ok,0.5383231640,0.5580683947,0.5837262454,0.5723134806,average,0.5383231640,0.5837262454,
O1/0032/4,,videos/sample_000127_O1__0032__4.pt,ok,0.5404449701,0.5802038908,0.5824890045,0.5597842201,average,0.5404449701,0.5824890045,
O1/0033/1,,videos/sample_000128_O1__0033__1.pt,ok,0.5876052976,0.6091500521,0.5556563243,0.5438128853,average,0.5876052976,0.5556563243,
O1/0033/2,,videos/sample_000129_O1__0033__2.pt,ok,0.5856589079,0.6021971107,0.5567389013,0.5476071599,average,0.5856589079,0.5567389013,
O1/0033/3,,videos/sample_000130_O1__0033__3.pt,ok,0.5866530538,0.6045923233,0.5561856966,0.5462970938,average,0.5866530538,0.5561856966,
O1/0033/4,,videos/sample_000131_O1__0033__4.pt,ok,0.5875024199,0.6053134799,0.5557134919,0.5459032701,average,0.5875024199,0.5557134919,
O1/0034/1,,videos/sample_000132_O1__0034__1.pt,ok,0.6168335080,0.6444677711,0.5396505341,0.5249418570,average,0.6168335080,0.5396505341,
O1/0034/2,,videos/sample_000133_O1__0034__2.pt,ok,0.6148917079,0.6444677711,0.5406994456,0.5249418570,average,0.6148917079,0.5406994456,
O1/0034/3,,videos/sample_000134_O1__0034__3.pt,ok,0.6173434258,0.6434633732,0.5393754269,0.5254693724,average,0.6173434258,0.5393754269,
O1/0034/4,,videos/sample_000135_O1__0034__4.pt,ok,0.6179082394,0.6434633732,0.5390708663,0.5254693724,average,0.6179082394,0.5390708663,
O1/0035/1,,videos/sample_000136_O1__0035__1.pt,ok,0.6265890002,0.6498827338,0.5344115734,0.5221069987,average,0.6265890002,0.5344115734,
O1/0035/2,,videos/sample_000137_O1__0035__2.pt,ok,0.6261119843,0.6507038474,0.5346665570,0.5216784655,average,0.6261119843,0.5346665570,
O1/0035/3,,videos/sample_000138_O1__0035__3.pt,ok,0.6249488592,0.6507038474,0.5352888029,0.5216784655,average,0.6249488592,0.5352888029,
O1/0035/4,,videos/sample_000139_O1__0035__4.pt,ok,0.6263823509,0.6498827338,0.5345220206,0.5221069987,average,0.6263823509,0.5345220206,
O1/0036/1,,videos/sample_000140_O1__0036__1.pt,ok,0.5621100664,0.5873501897,0.5700050455,0.5557980947,average,0.5621100664,0.5700050455,
O1/0036/2,,videos/sample_000141_O1__0036__2.pt,ok,0.5608165264,0.5860750079,0.5707428469,0.5565072904,average,0.5608165264,0.5707428469,
O1/0036/3,,videos/sample_000142_O1__0036__3.pt,ok,0.5619975328,0.5871344209,0.5700691938,0.5559180315,average,0.5619975328,0.5700691938,
O1/0036/4,,videos/sample_000143_O1__0036__4.pt,ok,0.5627516508,0.5885763168,0.5696394565,0.5551170332,average,0.5627516508,0.5696394565,
O1/0037/1,,videos/sample_000144_O1__0037__1.pt,ok,0.5545411706,0.5877012014,0.5743357229,0.5556030373,average,0.5545411706,0.5743357229,
O1/0037/2,,videos/sample_000145_O1__0037__2.pt,ok,0.5555998683,0.5901265144,0.5737279967,0.5542571588,average,0.5555998683,0.5737279967,
O1/0037/3,,videos/sample_000146_O1__0037__3.pt,ok,0.5539268255,0.5991730094,0.5746886716,0.5492656859,average,0.5539268255,0.5746886716,
O1/0037/4,,videos/sample_000147_O1__0037__4.pt,ok,0.5408684611,0.5571422577,0.5822423779,0.5728437668,average,0.5408684611,0.5822423779,
O1/0038/1,,videos/sample_000148_O1__0038__1.pt,ok,0.5667945147,0.5889827013,0.5673411307,0.5548914881,average,0.5667945147,0.5673411307,
O1/0038/2,,videos/sample_000149_O1__0038__2.pt,ok,0.5668874383,0.5881616473,0.5672884138,0.5553472710,average,0.5668874383,0.5672884138,
O1/0038/3,,videos/sample_000150_O1__0038__3.pt,ok,0.5651340485,0.5865641832,0.5682839641,0.5562351273,average,0.5651340485,0.5682839641,
O1/0038/4,,videos/sample_000151_O1__0038__4.pt,ok,0.5653038025,0.5860661864,0.5681875038,0.5565121996,average,0.5653038025,0.5681875038,
O1/0039/1,,videos/sample_000152_O1__0039__1.pt,ok,0.5614345670,0.5936804414,0.5703902137,0.5522908654,average,0.5614345670,0.5703902137,
O1/0039/2,,videos/sample_000153_O1__0039__2.pt,ok,0.5552068949,0.5857531428,0.5739535009,0.5566864395,average,0.5552068949,0.5739535009,
O1/0039/3,,videos/sample_000154_O1__0039__3.pt,ok,0.5646016598,0.5972580314,0.5685865926,0.5503185254,average,0.5646016598,0.5685865926,
O1/0039/4,,videos/sample_000155_O1__0039__4.pt,ok,0.5638656616,0.6016465425,0.5690052253,0.5479087379,average,0.5638656616,0.5690052253,
O1/0040/1,,videos/sample_000156_O1__0040__1.pt,ok,0.6277500987,0.6510794163,0.5337914290,0.5214825761,average,0.6277500987,0.5337914290,
O1/0040/2,,videos/sample_000157_O1__0040__2.pt,ok,0.6263450980,0.6510794163,0.5345419334,0.5214825761,average,0.6263450980,0.5345419334,
O1/0040/3,,videos/sample_000158_O1__0040__3.pt,ok,0.6279169321,0.6526289582,0.5337023822,0.5206751427,average,0.6279169321,0.5337023822,
O1/0040/4,,videos/sample_000159_O1__0040__4.pt,ok,0.6277463436,0.6526289582,0.5337934334,0.5206751427,average,0.6277463436,0.5337934334,
O1/0041/1,,videos/sample_000160_O1__0041__1.pt,ok,0.6203783751,0.6444313526,0.5377409313,0.5249609749,average,0.6203783751,0.5377409313,
O1/0041/2,,videos/sample_000161_O1__0041__2.pt,ok,0.6216191649,0.6444131136,0.5370741216,0.5249705498,average,0.6216191649,0.5370741216,
O1/0041/3,,videos/sample_000162_O1__0041__3.pt,ok,0.6211698651,0.6444313526,0.5373154831,0.5249609749,average,0.6211698651,0.5373154831,
O1/0041/4,,videos/sample_000163_O1__0041__4.pt,ok,0.6215394735,0.6444131136,0.5371169235,0.5249705498,average,0.6215394735,0.5371169235,
O1/0042/1,,videos/sample_000164_O1__0042__1.pt,ok,0.6274150610,0.6522786021,0.5339702992,0.5208575964,average,0.6274150610,0.5339702992,
O1/0042/2,,videos/sample_000165_O1__0042__2.pt,ok,0.6239741445,0.6504371762,0.5358108112,0.5218176006,average,0.6239741445,0.5358108112,
O1/0042/3,,videos/sample_000166_O1__0042__3.pt,ok,0.6265953779,0.6522786021,0.5344081651,0.5208575964,average,0.6265953779,0.5344081651,
O1/0042/4,,videos/sample_000167_O1__0042__4.pt,ok,0.6267887950,0.6504371762,0.5343048114,0.5218176006,average,0.6267887950,0.5343048114,
O1/0043/1,,videos/sample_000168_O1__0043__1.pt,ok,0.5581799746,0.5959512591,0.5722496255,0.5510381364,average,0.5581799746,0.5722496255,
O1/0043/2,,videos/sample_000169_O1__0043__2.pt,ok,0.5520399213,0.5832338929,0.5757740778,0.5580906398,average,0.5520399213,0.5757740778,
O1/0043/3,,videos/sample_000170_O1__0043__3.pt,ok,0.5595912933,0.5982984304,0.5714425685,0.5497462722,average,0.5595912933,0.5714425685,
O1/0043/4,,videos/sample_000171_O1__0043__4.pt,ok,0.5575471520,0.5939051509,0.5726118726,0.5521667744,average,0.5575471520,0.5726118726,
O1/0044/1,,videos/sample_000172_O1__0044__1.pt,ok,0.6225265861,0.6353380680,0.5365869903,0.5297563644,average,0.6225265861,0.5365869903,
O1/0044/2,,videos/sample_000173_O1__0044__2.pt,ok,0.6232151389,0.6351469159,0.5362176489,0.5298576381,average,0.6232151389,0.5362176489,
O1/0044/3,,videos/sample_000174_O1__0044__3.pt,ok,0.6240177155,0.6356362700,0.5357874659,0.5295984135,average,0.6240177155,0.5357874659,
O1/0044/4,,videos/sample_000175_O1__0044__4.pt,ok,0.6231164336,0.6356362700,0.5362705791,0.5295984135,average,0.6231164336,0.5362705791,
O1/0045/1,,videos/sample_000176_O1__0045__1.pt,ok,0.5569397211,0.6075263619,0.5729598004,0.5446965862,average,0.5569397211,0.5729598004,
O1/0045/2,,videos/sample_000177_O1__0045__2.pt,ok,0.5587807298,0.5937274694,0.5719059468,0.5522648929,average,0.5587807298,0.5719059468,
O1/0045/3,,videos/sample_000178_O1__0045__3.pt,ok,0.5511256456,0.5875666142,0.5763007347,0.5556778194,average,0.5511256456,0.5763007347,
